DATE_TIME,DATE,TIME,SENSOR_ID,DC_POWER,AC_POWER,DAILY_YIELD,DAILY_YIELD_diff,TOTAL_YIELD,TOTAL_YIELD_diff,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 00:00:00,2020-05-15,00:00:00,sensor 21,0.0,0.0,0.0,,181695261.0,,27.004763700000005,25.0607889,0.0
2020-05-15 00:15:00,2020-05-15,00:15:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,26.880811433333328,24.421868833333328,0.0
2020-05-15 00:30:00,2020-05-15,00:30:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,26.682055344827592,24.427290310344823,0.0
2020-05-15 00:45:00,2020-05-15,00:45:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,26.500588900000004,24.4206776,0.0
2020-05-15 01:00:00,2020-05-15,01:00:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,26.596148,25.088210413793107,0.0
2020-05-15 01:15:00,2020-05-15,01:15:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,26.512740033333333,25.31796966666667,0.0
2020-05-15 01:30:00,2020-05-15,01:30:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,26.494338966666664,25.217192533333336,0.0
2020-05-15 01:45:00,2020-05-15,01:45:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,26.420410206896552,25.065062310344832,0.0
2020-05-15 02:00:00,2020-05-15,02:00:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,26.401946133333333,24.691469366666656,0.0
2020-05-15 02:15:00,2020-05-15,02:15:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,26.22607820689656,24.55948079310345,0.0
2020-05-15 02:30:00,2020-05-15,02:30:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,26.2603992,24.482406633333337,0.0
2020-05-15 02:45:00,2020-05-15,02:45:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,26.2978261,24.4886982,0.0
2020-05-15 03:00:00,2020-05-15,03:00:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,26.328249103448275,24.50628962068966,0.0
2020-05-15 03:15:00,2020-05-15,03:15:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,26.15870973333333,24.595197433333333,0.0
2020-05-15 03:30:00,2020-05-15,03:30:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,26.078499333333333,24.801314366666663,0.0
2020-05-15 03:45:00,2020-05-15,03:45:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,26.00130396551724,24.60781744827586,0.0
2020-05-15 04:00:00,2020-05-15,04:00:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,25.6972106,24.626179,0.0
2020-05-15 04:15:00,2020-05-15,04:15:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,25.6277024137931,24.773145068965515,0.0
2020-05-15 04:30:00,2020-05-15,04:30:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,25.482045785714284,24.796690750000003,0.0
2020-05-15 04:45:00,2020-05-15,04:45:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,25.23093168965517,24.43690427586207,0.0
2020-05-15 05:00:00,2020-05-15,05:00:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,25.1175986,24.104579633333337,0.0
2020-05-15 05:15:00,2020-05-15,05:15:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,25.0918621,23.897232,0.0
2020-05-15 05:30:00,2020-05-15,05:30:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,24.916967827586213,23.83947131034483,0.0
2020-05-15 05:45:00,2020-05-15,05:45:00,sensor 21,0.0,0.0,0.0,0.0,181695261.0,0.0,24.741273799999995,23.7866618,0.002838054505
2020-05-15 06:00:00,2020-05-15,06:00:00,sensor 21,15.746666666666668,15.213333333333331,0.9333333333333332,0.9333333333333332,181695261.9333333,0.933333307504654,24.74278656666667,24.07722983333333,0.0129619781466666
2020-05-15 06:15:00,2020-05-15,06:15:00,sensor 21,28.113333333333333,27.15333333333333,6.6000000000000005,5.666666666666667,181695267.6,5.666666686534882,24.76391089655172,24.356189448275863,0.0210376687241379
2020-05-15 06:30:00,2020-05-15,06:30:00,sensor 21,61.400000000000006,59.47857142857142,15.928571428571429,9.32857142857143,181695276.92857143,9.328571438789368,24.7863229,24.548886100000004,0.042435399
2020-05-15 06:45:00,2020-05-15,06:45:00,sensor 21,165.06,161.42666666666665,41.53333333333333,25.6047619047619,181695302.53333336,25.60476192831993,25.04824510344827,25.746662,0.1034958783448276
2020-05-15 07:00:00,2020-05-15,07:00:00,sensor 21,321.92,316.3066666666667,101.8,60.266666666666666,181695362.8,60.266666650772095,25.6732025,28.67470703333333,0.1994504836666666
2020-05-15 07:15:00,2020-05-15,07:15:00,sensor 21,400.02,393.0466666666666,192.00000000000003,90.20000000000005,181695453.0,90.19999998807909,26.076818,30.72550493103449,0.317665025862069
