DATE_TIME,DATE,TIME,SENSOR_ID,DC_POWER,AC_POWER,DAILY_YIELD,DAILY_YIELD_diff,TOTAL_YIELD,TOTAL_YIELD_diff,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 01:00:00,2020-05-15,01:00:00,sensor 22,0.0,0.0,0.0,,7179966.0,,24.621525357142858,22.165422642857145,0.0
2020-05-15 01:45:00,2020-05-15,01:45:00,sensor 22,0.0,0.0,0.0,0.0,7179966.0,0.0,24.87302233333333,23.1609192,0.0
2020-05-15 04:15:00,2020-05-15,04:15:00,sensor 22,0.0,0.0,0.0,0.0,7179966.0,0.0,24.3519308,21.78364253333333,0.0
2020-05-15 04:30:00,2020-05-15,04:30:00,sensor 22,0.0,0.0,0.0,0.0,7179966.0,0.0,24.0626222,21.85252493333333,0.0
2020-05-15 04:45:00,2020-05-15,04:45:00,sensor 22,0.0,0.0,0.0,0.0,7179966.0,0.0,24.013224200000003,22.306315,0.0
2020-05-15 05:00:00,2020-05-15,05:00:00,sensor 22,0.0,0.0,0.0,0.0,7179966.0,0.0,24.1771058,22.551908466666664,0.0
2020-05-15 06:30:00,2020-05-15,06:30:00,sensor 22,873.0,84.8,22.0,22.0,7179988.0,22.0,23.976731266666665,22.893282,0.0494097238666666
2020-05-15 06:45:00,2020-05-15,06:45:00,sensor 22,1292.125,125.9625,37.25,15.25,7180003.25,15.25,24.21899,24.442443933333333,0.0953944536
2020-05-15 07:00:00,2020-05-15,07:00:00,sensor 22,1862.571429,182.5857143,77.57142857,40.32142857,7180043.571,40.321000000461936,24.5373984,27.185652866666665,0.1419404433333333
2020-05-15 07:15:00,2020-05-15,07:15:00,sensor 22,2022.0,198.225,125.25,47.678571430000005,7180091.25,47.678999999538064,24.8159595,28.888477857142853,0.1547126757142856
2020-05-15 07:30:00,2020-05-15,07:30:00,sensor 22,1970.285714,193.1285714,175.0,49.75,7180141.0,49.75,24.988789866666668,29.6056438,0.1487991533333333
2020-05-15 07:45:00,2020-05-15,07:45:00,sensor 22,2041.375,200.125,223.125,48.125,7180189.125,48.125,25.21618033333333,29.547110933333336,0.1447934189333333
2020-05-15 08:00:00,2020-05-15,08:00:00,sensor 22,2891.714286,283.9428571,281.5714286,58.44642859999999,7180247.571,58.446000000461936,25.41951306666667,31.412544733333327,0.2016386213333333
2020-05-15 08:15:00,2020-05-15,08:15:00,sensor 22,4347.25,426.7,370.125,88.55357140000001,7180336.125,88.55399999953806,25.95908213333333,35.5287108,0.3457076533333333
2020-05-15 08:30:00,2020-05-15,08:30:00,sensor 22,5405.285714,529.9142857,497.5714286,127.4464286,7180463.571,127.44600000046194,26.430782066666666,40.3180586,0.4053485726666666
2020-05-15 08:45:00,2020-05-15,08:45:00,sensor 22,4101.5,402.7125,600.625,103.0535714,7180566.625,103.05399999953806,26.8318298,39.08195373333332,0.3124267953333332
2020-05-15 09:00:00,2020-05-15,09:00:00,sensor 22,8235.857143,806.0428571,755.5714286,154.9464286,7180721.571,154.94600000046194,27.6209698,45.0092326,0.6231526486666666
2020-05-15 09:15:00,2020-05-15,09:15:00,sensor 22,4983.714286,488.8714286,917.1428571,161.57142850000002,7180883.143,161.57199999969453,27.98836207142857,46.6177065,0.3448840357142857
2020-05-15 09:30:00,2020-05-15,09:30:00,sensor 22,3504.125,343.95,1008.125,90.9821429,7180974.125,90.98199999984354,27.516727866666667,39.136326,0.2492484
2020-05-15 09:45:00,2020-05-15,09:45:00,sensor 22,7631.857143,746.8714286,1131.714286,123.5892859999999,7181097.714,123.58899999968708,27.450107666666668,40.93057693333333,0.5412059773333334
2020-05-15 10:00:00,2020-05-15,10:00:00,sensor 22,8841.375,864.175,1367.0,235.2857140000001,7181333.0,235.28600000031287,28.632191866666663,52.5477356,0.670675372
2020-05-15 10:15:00,2020-05-15,10:15:00,sensor 22,8140.0,796.1142857,1541.571429,174.57142900000008,7181507.571,174.57100000046194,28.768912733333337,47.633738,0.5722834766666666
2020-05-15 10:30:00,2020-05-15,10:30:00,sensor 22,5977.25,585.625,1740.0,198.42857099999992,7181706.0,198.4289999995381,29.35144260000001,49.249723266666656,0.4551483833333333
2020-05-15 10:45:00,2020-05-15,10:45:00,sensor 22,5081.142857,498.2714286,1866.428571,126.42857099999992,7181832.429,126.42899999953806,28.854707866666665,44.048325600000005,0.3619616539999999
2020-05-15 11:00:00,2020-05-15,11:00:00,sensor 22,8608.75,841.525,2030.25,163.82142900000008,7181996.25,163.82100000046194,29.410819333333336,47.68545339999999,0.6365608813333332
2020-05-15 11:15:00,2020-05-15,11:15:00,sensor 22,7360.714286,720.1142857,2226.857143,196.60714300000015,7182192.857,196.60699999984357,30.21606228571428,50.006988571428565,0.5857872135714286
2020-05-15 11:30:00,2020-05-15,11:30:00,sensor 22,6340.5,621.0125,2394.875,168.01785699999982,7182360.875,168.01800000015646,30.2870728,49.8413636,0.5570693833333333
2020-05-15 11:45:00,2020-05-15,11:45:00,sensor 22,6878.428571,673.6285714,2552.857143,157.98214300000018,7182518.857,157.98199999984354,30.811049333333333,47.8363832,0.4679868693333333
2020-05-15 12:00:00,2020-05-15,12:00:00,sensor 22,8245.625,806.375,2745.625,192.76785699999985,7182711.625,192.7680000001565,31.305375066666663,49.183583533333326,0.5149625866666667
2020-05-15 12:15:00,2020-05-15,12:15:00,sensor 22,10154.14286,992.0,2947.571429,201.94642900000008,7182913.571,201.94600000046196,31.50729773333333,49.84449266666666,0.7878660286666666
