LOCATION,DATE_TIME,DATE,TIME,SENSOR_ID,DC_POWER,AC_POWER,DAILY_YIELD,DAILY_YIELD_diff,TOTAL_YIELD,TOTAL_YIELD_diff,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
A,2020-05-15 00:00:00,2020-05-15,00:00:00,sensor 20,0.0,0.0,0.0,,7028673.0,,25.184316133333333,22.8575074,0.0
A,2020-05-15 00:15:00,2020-05-15,00:15:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,25.08458866666667,22.761667866666663,0.0
A,2020-05-15 00:30:00,2020-05-15,00:30:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,24.935752600000004,22.59230553333333,0.0
A,2020-05-15 00:45:00,2020-05-15,00:45:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,24.8461304,22.36085213333333,0.0
A,2020-05-15 01:00:00,2020-05-15,01:00:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,24.621525357142858,22.165422642857145,0.0
A,2020-05-15 01:15:00,2020-05-15,01:15:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,24.5360922,21.968570866666667,0.0
A,2020-05-15 01:30:00,2020-05-15,01:30:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,24.638673866666664,22.352925666666668,0.0
A,2020-05-15 01:45:00,2020-05-15,01:45:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,24.87302233333333,23.1609192,0.0
A,2020-05-15 02:00:00,2020-05-15,02:00:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,24.936930466666663,23.026113,0.0
A,2020-05-15 02:15:00,2020-05-15,02:15:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,25.0122476,23.343229266666665,0.0
A,2020-05-15 02:30:00,2020-05-15,02:30:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,25.00514933333333,23.639459266666663,0.0
A,2020-05-15 02:45:00,2020-05-15,02:45:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,24.993019533333328,24.0394858,0.0
A,2020-05-15 03:00:00,2020-05-15,03:00:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,25.016309428571425,24.384135571428573,0.0
A,2020-05-15 03:15:00,2020-05-15,03:15:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,24.985215266666664,24.35150773333333,0.0
A,2020-05-15 03:30:00,2020-05-15,03:30:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,24.93773193333333,24.060296533333336,0.0
A,2020-05-15 03:45:00,2020-05-15,03:45:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,24.87909953333333,23.709794133333336,0.0
A,2020-05-15 04:00:00,2020-05-15,04:00:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,24.6789022,22.58994153333333,0.0
A,2020-05-15 04:15:00,2020-05-15,04:15:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,24.3519308,21.78364253333333,0.0
A,2020-05-15 04:30:00,2020-05-15,04:30:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,24.0626222,21.85252493333333,0.0
A,2020-05-15 04:45:00,2020-05-15,04:45:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,24.013224200000003,22.306315,0.0
A,2020-05-15 05:00:00,2020-05-15,05:00:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,24.1771058,22.551908466666664,0.0
A,2020-05-15 05:15:00,2020-05-15,05:15:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,24.304888,22.979492071428577,0.0
A,2020-05-15 05:30:00,2020-05-15,05:30:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,24.328727266666665,23.452380466666668,0.0
A,2020-05-15 05:45:00,2020-05-15,05:45:00,sensor 20,0.0,0.0,0.0,0.0,7028673.0,0.0,24.28921113333333,23.09669193333333,0.0008627212413333
A,2020-05-15 06:00:00,2020-05-15,06:00:00,sensor 20,43.85714286,4.228571429,0.0,0.0,7028673.0,0.0,24.088446066666663,22.2067566,0.0058869571866666
A,2020-05-15 06:15:00,2020-05-15,06:15:00,sensor 20,315.0,30.4375,3.375,3.375,7028676.375,3.375,24.01163526666667,22.35345866666667,0.0222816074666666
A,2020-05-15 06:30:00,2020-05-15,06:30:00,sensor 20,712.1428571,69.02857143,15.14285714,11.76785714,7028688.143,11.768000000156462,23.976731266666665,22.893282,0.0494097238666666
A,2020-05-15 06:45:00,2020-05-15,06:45:00,sensor 20,1298.857143,126.6714286,36.85714286,21.714285720000003,7028709.857,21.71399999968708,24.21899,24.442443933333333,0.0953944536
A,2020-05-15 07:00:00,2020-05-15,07:00:00,sensor 20,1937.375,189.9125,79.0,42.14285714,7028752.0,42.14300000015646,24.5373984,27.185652866666665,0.1419404433333333
A,2020-05-15 07:15:00,2020-05-15,07:15:00,sensor 20,2024.285714,198.4714286,126.7142857,47.714285700000005,7028799.714,47.71399999968708,24.8159595,28.888477857142853,0.1547126757142856
A,2020-05-15 07:30:00,2020-05-15,07:30:00,sensor 20,2052.5,201.2,177.625,50.9107143,7028850.625,50.91100000031293,24.988789866666668,29.6056438,0.1487991533333333
A,2020-05-15 07:45:00,2020-05-15,07:45:00,sensor 20,2072.0,203.1142857,227.1428571,49.51785709999999,7028900.143,49.51800000015646,25.21618033333333,29.547110933333336,0.1447934189333333
A,2020-05-15 08:00:00,2020-05-15,08:00:00,sensor 20,2779.5,272.8375,284.0,56.857142900000014,7028957.0,56.85699999984354,25.41951306666667,31.412544733333327,0.2016386213333333
A,2020-05-15 08:15:00,2020-05-15,08:15:00,sensor 20,4968.0,487.2428571,384.0,100.0,7029057.0,100.0,25.95908213333333,35.5287108,0.3457076533333333
A,2020-05-15 08:30:00,2020-05-15,08:30:00,sensor 20,5060.25,496.25,513.25,129.25,7029186.25,129.25,26.430782066666666,40.3180586,0.4053485726666666
A,2020-05-15 08:45:00,2020-05-15,08:45:00,sensor 20,5739.714286,562.6428571,627.2857143,114.0357143,7029300.286,114.03600000031292,26.8318298,39.08195373333332,0.3124267953333332
A,2020-05-15 09:00:00,2020-05-15,09:00:00,sensor 20,6262.375,613.55,794.625,167.3392857,7029467.625,167.33899999968708,27.6209698,45.0092326,0.6231526486666666
A,2020-05-15 09:15:00,2020-05-15,09:15:00,sensor 20,2986.0,293.2285714,909.7142857,115.0892857,7029582.714,115.08899999968708,27.98836207142857,46.6177065,0.3448840357142857
A,2020-05-15 09:30:00,2020-05-15,09:30:00,sensor 20,3864.625,378.975,979.375,69.6607143,7029652.375,69.66100000031292,27.516727866666667,39.136326,0.2492484
A,2020-05-15 09:45:00,2020-05-15,09:45:00,sensor 20,7901.285714,772.8,1117.0,137.625,7029790.0,137.625,27.450107666666668,40.93057693333333,0.5412059773333334
A,2020-05-15 10:00:00,2020-05-15,10:00:00,sensor 20,6619.25,648.275,1329.75,212.75,7030002.75,212.75,28.632191866666663,52.5477356,0.670675372
A,2020-05-15 10:15:00,2020-05-15,10:15:00,sensor 20,6390.0,625.9142857,1466.428571,136.67857099999992,7030139.429,136.67899999953806,28.768912733333337,47.633738,0.5722834766666666
A,2020-05-15 10:30:00,2020-05-15,10:30:00,sensor 20,5174.285714,507.4,1606.285714,139.85714300000018,7030279.286,139.85700000077486,29.35144260000001,49.249723266666656,0.4551483833333333
A,2020-05-15 10:45:00,2020-05-15,10:45:00,sensor 20,4875.0,478.3375,1729.125,122.8392859999999,7030402.125,122.83899999968708,28.854707866666665,44.048325600000005,0.3619616539999999
A,2020-05-15 11:00:00,2020-05-15,11:00:00,sensor 20,7080.428571,692.8,1877.571429,148.44642900000008,7030550.571,148.44600000046194,29.410819333333336,47.68545339999999,0.6365608813333332
A,2020-05-15 11:15:00,2020-05-15,11:15:00,sensor 20,5567.375,545.65,2031.0,153.42857099999992,7030704.0,153.42899999953806,30.21606228571428,50.006988571428565,0.5857872135714286
A,2020-05-15 11:30:00,2020-05-15,11:30:00,sensor 20,8600.571429,840.0857143,2217.0,186.0,7030890.0,186.0,30.2870728,49.8413636,0.5570693833333333
A,2020-05-15 11:45:00,2020-05-15,11:45:00,sensor 20,8566.0,837.3625,2399.875,182.875,7031072.875,182.875,30.811049333333333,47.8363832,0.4679868693333333
A,2020-05-15 12:00:00,2020-05-15,12:00:00,sensor 20,6951.428571,680.6428571,2605.714286,205.8392859999999,7031278.714,205.83899999968708,31.305375066666663,49.183583533333326,0.5149625866666667
A,2020-05-15 12:15:00,2020-05-15,12:15:00,sensor 20,9248.0,903.7625,2813.0,207.2857140000001,7031486.0,207.28600000031287,31.50729773333333,49.84449266666666,0.7878660286666666
A,2020-05-15 12:30:00,2020-05-15,12:30:00,sensor 20,10277.0,1003.728571,3041.285714,228.2857140000001,7031714.286,228.28600000031287,32.147684733333335,52.35325513333333,0.6492476293333334
A,2020-05-15 12:45:00,2020-05-15,12:45:00,sensor 20,8551.75,836.325,3266.75,225.4642859999999,7031939.75,225.46399999968708,32.39142040000001,50.631239933333326,0.761243312
A,2020-05-15 13:00:00,2020-05-15,13:00:00,sensor 20,6387.714286,625.7142857,3428.142857,161.39285699999982,7032101.143,161.39300000015646,32.622796071428574,49.610767714285714,0.4160351014285714
A,2020-05-15 13:15:00,2020-05-15,13:15:00,sensor 20,6822.375,668.1875,3600.0,171.85714300000018,7032273.0,171.85699999984354,32.49706446666666,47.01116133333333,0.489243946
A,2020-05-15 13:30:00,2020-05-15,13:30:00,sensor 20,8029.285714,785.9142857,3785.857143,185.85714300000015,7032458.857,185.85699999984357,32.52462140000001,46.66986293333333,0.574561224
A,2020-05-15 13:45:00,2020-05-15,13:45:00,sensor 20,7807.428571,764.2571429,3964.142857,178.28571399999964,7032637.143,178.28600000031292,32.67847086666667,47.516884133333335,0.560985624
A,2020-05-15 14:00:00,2020-05-15,14:00:00,sensor 20,10083.125,985.8375,4179.75,215.60714300000015,7032852.75,215.60699999984357,33.763185400000005,49.80390433333333,0.7350834633333333
A,2020-05-15 14:15:00,2020-05-15,14:15:00,sensor 20,11913.71429,1162.257143,4447.571429,267.8214289999996,7033120.571,267.82100000046194,34.13076993333335,55.030613,0.8936614913333333
A,2020-05-15 14:30:00,2020-05-15,14:30:00,sensor 20,6433.875,629.8125,4688.625,241.0535710000004,7033361.625,241.0539999995381,34.08138426666667,54.51913673333334,0.466788824
A,2020-05-15 14:45:00,2020-05-15,14:45:00,sensor 20,7079.714286,692.5714286,4840.571429,151.94642899999965,7033513.571,151.94600000046194,33.69572221428571,47.618194642857134,0.5421384957142857
