LOCATION,DATE_TIME,DATE,TIME,SENSOR_ID,DC_POWER,AC_POWER,DAILY_YIELD,DAILY_YIELD_diff,TOTAL_YIELD,TOTAL_YIELD_diff,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
A,2020-05-15 00:00:00,2020-05-15,00:00:00,sensor 19,0.0,0.0,0.0,,7206408.0,,25.184316133333333,22.8575074,0.0
A,2020-05-15 00:15:00,2020-05-15,00:15:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,25.08458866666667,22.761667866666663,0.0
A,2020-05-15 00:30:00,2020-05-15,00:30:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.935752600000004,22.59230553333333,0.0
A,2020-05-15 00:45:00,2020-05-15,00:45:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.8461304,22.36085213333333,0.0
A,2020-05-15 01:00:00,2020-05-15,01:00:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.621525357142858,22.165422642857145,0.0
A,2020-05-15 01:15:00,2020-05-15,01:15:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.5360922,21.968570866666667,0.0
A,2020-05-15 01:30:00,2020-05-15,01:30:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.638673866666664,22.352925666666668,0.0
A,2020-05-15 01:45:00,2020-05-15,01:45:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.87302233333333,23.1609192,0.0
A,2020-05-15 02:00:00,2020-05-15,02:00:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.936930466666663,23.026113,0.0
A,2020-05-15 02:15:00,2020-05-15,02:15:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,25.0122476,23.343229266666665,0.0
A,2020-05-15 02:30:00,2020-05-15,02:30:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,25.00514933333333,23.639459266666663,0.0
A,2020-05-15 02:45:00,2020-05-15,02:45:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.993019533333328,24.0394858,0.0
A,2020-05-15 03:00:00,2020-05-15,03:00:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,25.016309428571425,24.384135571428573,0.0
A,2020-05-15 03:15:00,2020-05-15,03:15:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.985215266666664,24.35150773333333,0.0
A,2020-05-15 03:30:00,2020-05-15,03:30:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.93773193333333,24.060296533333336,0.0
A,2020-05-15 03:45:00,2020-05-15,03:45:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.87909953333333,23.709794133333336,0.0
A,2020-05-15 04:00:00,2020-05-15,04:00:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.6789022,22.58994153333333,0.0
A,2020-05-15 04:15:00,2020-05-15,04:15:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.3519308,21.78364253333333,0.0
A,2020-05-15 04:30:00,2020-05-15,04:30:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.0626222,21.85252493333333,0.0
A,2020-05-15 04:45:00,2020-05-15,04:45:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.013224200000003,22.306315,0.0
A,2020-05-15 05:00:00,2020-05-15,05:00:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.1771058,22.551908466666664,0.0
A,2020-05-15 05:15:00,2020-05-15,05:15:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.304888,22.979492071428577,0.0
A,2020-05-15 05:30:00,2020-05-15,05:30:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.328727266666665,23.452380466666668,0.0
A,2020-05-15 05:45:00,2020-05-15,05:45:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.28921113333333,23.09669193333333,0.0008627212413333
A,2020-05-15 06:00:00,2020-05-15,06:00:00,sensor 19,0.0,0.0,0.0,0.0,7206408.0,0.0,24.088446066666663,22.2067566,0.0058869571866666
A,2020-05-15 06:15:00,2020-05-15,06:15:00,sensor 19,61.125,5.9125,0.0,0.0,7206408.0,0.0,24.01163526666667,22.35345866666667,0.0222816074666666
A,2020-05-15 06:30:00,2020-05-15,06:30:00,sensor 19,716.1428571,69.42857143,7.142857143,7.142857143,7206415.143,7.143000000156462,23.976731266666665,22.893282,0.0494097238666666
A,2020-05-15 06:45:00,2020-05-15,06:45:00,sensor 19,1373.875,134.075,32.25,25.107142857,7206440.25,25.106999999843534,24.21899,24.442443933333333,0.0953944536
A,2020-05-15 07:00:00,2020-05-15,07:00:00,sensor 19,1942.142857,190.3714286,75.14285714,42.89285714,7206483.143,42.89300000015646,24.5373984,27.185652866666665,0.1419404433333333
A,2020-05-15 07:15:00,2020-05-15,07:15:00,sensor 19,2088.714286,204.7428571,120.2857143,45.14285715999999,7206528.286,45.14300000015646,24.8159595,28.888477857142853,0.1547126757142856
A,2020-05-15 07:30:00,2020-05-15,07:30:00,sensor 19,2069.125,202.85,172.375,52.089285700000005,7206580.375,52.08899999968708,24.988789866666668,29.6056438,0.1487991533333333
A,2020-05-15 07:45:00,2020-05-15,07:45:00,sensor 19,2099.428571,205.8285714,221.8571429,49.482142900000014,7206629.857,49.48199999984354,25.21618033333333,29.547110933333336,0.1447934189333333
A,2020-05-15 08:00:00,2020-05-15,08:00:00,sensor 19,2879.625,282.675,279.125,57.26785709999999,7206687.125,57.26800000015646,25.41951306666667,31.412544733333327,0.2016386213333333
A,2020-05-15 08:15:00,2020-05-15,08:15:00,sensor 19,4215.285714,413.8571429,365.8571429,86.73214289999999,7206773.857,86.73199999984354,25.95908213333333,35.5287108,0.3457076533333333
A,2020-05-15 08:30:00,2020-05-15,08:30:00,sensor 19,4783.75,469.2375,484.125,118.2678571,7206892.125,118.26800000015646,26.430782066666666,40.3180586,0.4053485726666666
A,2020-05-15 08:45:00,2020-05-15,08:45:00,sensor 19,4865.142857,477.3428571,592.0,107.875,7207000.0,107.875,26.8318298,39.08195373333332,0.3124267953333332
A,2020-05-15 09:00:00,2020-05-15,09:00:00,sensor 19,7936.25,776.7625,767.0,175.0,7207175.0,175.0,27.6209698,45.0092326,0.6231526486666666
A,2020-05-15 09:15:00,2020-05-15,09:15:00,sensor 19,3690.428571,362.4571429,912.0,145.0,7207320.0,145.0,27.98836207142857,46.6177065,0.3448840357142857
A,2020-05-15 09:30:00,2020-05-15,09:30:00,sensor 19,3707.25,363.65,990.0,78.0,7207398.0,78.0,27.516727866666667,39.136326,0.2492484
A,2020-05-15 09:45:00,2020-05-15,09:45:00,sensor 19,7630.571429,746.7714286,1117.857143,127.85714299999997,7207525.857,127.85699999984354,27.450107666666668,40.93057693333333,0.5412059773333334
