DATE_TIME,DATE,TIME,DC_POWER,AC_POWER,Conversion_Efficiency,Normalized_Power,DAILY_YIELD,DAILY_YIELD_diff,TOTAL_YIELD,TOTAL_YIELD_diff,Energy_Per_Irradiation,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,Season_2,Season_3,TimePeriod_1,TimePeriod_2,TimePeriod_3,TimePeriod_4,TimePeriod_5,ANOMALY_SENSOR_13
2020-05-15 00:15:00,2020-05-15,00:15:00,0.0,0.0,0.0,0.0,0.0,-1866.2,111512591.0,0.0,0.0,26.880811433333328,24.421868833333328,0.0,True,False,True,False,False,False,False,False
2020-05-15 00:30:00,2020-05-15,00:30:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,26.682055344827592,24.427290310344823,0.0,True,False,True,False,False,False,False,False
2020-05-15 00:45:00,2020-05-15,00:45:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,26.500588900000004,24.4206776,0.0,True,False,True,False,False,False,False,False
2020-05-15 01:00:00,2020-05-15,01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,26.596148,25.088210413793107,0.0,True,False,True,False,False,False,False,False
2020-05-15 01:15:00,2020-05-15,01:15:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,26.512740033333333,25.31796966666667,0.0,True,False,True,False,False,False,False,False
2020-05-15 01:30:00,2020-05-15,01:30:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,26.494338966666664,25.217192533333336,0.0,True,False,True,False,False,False,False,False
2020-05-15 01:45:00,2020-05-15,01:45:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,26.420410206896552,25.065062310344832,0.0,True,False,True,False,False,False,False,False
2020-05-15 02:00:00,2020-05-15,02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,26.401946133333333,24.691469366666656,0.0,True,False,True,False,False,False,False,False
2020-05-15 02:15:00,2020-05-15,02:15:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,26.22607820689656,24.55948079310345,0.0,True,False,True,False,False,False,False,False
2020-05-15 02:30:00,2020-05-15,02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,26.2603992,24.482406633333337,0.0,True,False,True,False,False,False,False,False
2020-05-15 02:45:00,2020-05-15,02:45:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,26.2978261,24.4886982,0.0,True,False,True,False,False,False,False,False
2020-05-15 03:00:00,2020-05-15,03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,26.328249103448275,24.50628962068966,0.0,True,False,True,False,False,False,False,False
2020-05-15 03:15:00,2020-05-15,03:15:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,26.15870973333333,24.595197433333333,0.0,True,False,True,False,False,False,False,False
2020-05-15 03:30:00,2020-05-15,03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,26.078499333333333,24.801314366666663,0.0,True,False,True,False,False,False,False,False
2020-05-15 03:45:00,2020-05-15,03:45:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,26.00130396551724,24.60781744827586,0.0,True,False,True,False,False,False,False,False
2020-05-15 04:00:00,2020-05-15,04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,25.6972106,24.626179,0.0,True,False,True,False,False,False,False,False
2020-05-15 04:15:00,2020-05-15,04:15:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,25.6277024137931,24.773145068965515,0.0,True,False,True,False,False,False,False,False
2020-05-15 04:30:00,2020-05-15,04:30:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,25.482045785714284,24.796690750000003,0.0,True,False,True,False,False,False,False,False
2020-05-15 04:45:00,2020-05-15,04:45:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,25.23093168965517,24.43690427586207,0.0,True,False,True,False,False,False,False,False
2020-05-15 05:00:00,2020-05-15,05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,25.1175986,24.104579633333337,0.0,True,False,True,False,False,False,False,False
2020-05-15 05:15:00,2020-05-15,05:15:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,25.0918621,23.897232,0.0,True,False,True,False,False,False,False,False
2020-05-15 05:30:00,2020-05-15,05:30:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,24.916967827586213,23.83947131034483,0.0,True,False,True,False,False,False,False,False
2020-05-15 05:45:00,2020-05-15,05:45:00,0.0,0.0,0.0,0.0,0.0,0.0,111512591.0,0.0,0.0,24.741273799999995,23.7866618,0.002838054505,True,False,True,False,False,False,False,False
2020-05-15 06:00:00,2020-05-15,06:00:00,14.98666666666667,14.453333333333337,0.9644128113879004,1156.20212417352,1.2666666666666666,1.2666666666666666,111512592.26666668,1.2666666805744171,125.11618275756754,24.74278656666667,24.07722983333333,0.0129619781466666,True,False,True,False,False,False,False,False
2020-05-15 06:15:00,2020-05-15,06:15:00,26.846666666666668,25.92,0.9654829898187236,1276.123653181387,6.466666666666666,5.199999999999999,111512597.46666664,5.199999958276749,643.9077758604512,24.76391089655172,24.356189448275863,0.0210376687241379,True,False,True,False,False,False,False,False
2020-05-15 06:30:00,2020-05-15,06:30:00,61.400000000000006,59.46666666666666,0.9685124864277956,1446.905212320497,16.333333333333336,9.86666666666667,111512607.33333334,9.866666704416277,461.1080977848598,24.7863229,24.548886100000004,0.042435399,True,False,True,False,False,False,False,False
2020-05-15 06:45:00,2020-05-15,06:45:00,162.89285714285714,159.32857142857145,0.9781188335891252,1573.9067076674364,41.42857142857143,25.09523809523809,111512632.42857143,25.095238089561462,410.98986380111455,25.04824510344827,25.746662,0.1034958783448276,True,False,True,False,False,False,False,False
2020-05-15 07:00:00,2020-05-15,07:00:00,306.74,301.3533333333333,0.9824389819825692,1537.9255761176391,97.6,56.17142857142856,111512688.6,56.17142856121063,585.3958585188008,25.6732025,28.67470703333333,0.1994504836666666,True,False,False,True,False,False,False,False
2020-05-15 07:15:00,2020-05-15,07:15:00,377.17333333333335,370.6666666666666,0.9827488687782804,1187.3303720161596,183.5333333333333,85.93333333333331,111512774.53333336,85.9333333671093,726.9269226206198,26.076818,30.72550493103449,0.317665025862069,True,False,False,True,False,False,False,False
