DATE_TIME,DATE,TIME,TIME_PERIOD,SEASON,DC_POWER,AC_POWER,Conversion_Efficiency,Normalized_Power,DAILY_YIELD,DAILY_YIELD_diff,TOTAL_YIELD,TOTAL_YIELD_diff,Energy_Per_Irradiation,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 07:00:00,2020-05-15,07:00:00,2,2,1990.375,195.1,0.0980217295735728,14022.60661766286,82.375,43.23214286,6183727.375,43.23199999984354,928.801820468832,24.5373984,27.185652866666665,0.1419404433333333
2020-05-15 07:15:00,2020-05-15,07:15:00,2,2,2114.285714,207.2714286,0.0980337838105451,13665.88551480126,131.7142857,49.339285700000005,6183776.714,49.33899999968708,3862.989532923639,24.8159595,28.888477857142853,0.1547126757142856
2020-05-15 07:30:00,2020-05-15,07:30:00,2,2,2078.0,203.7125,0.0980329643888354,13965.13322454837,184.625,52.9107143,6183829.625,52.91100000031293,-8947.459160844885,24.988789866666668,29.6056438,0.1487991533333333
2020-05-15 07:45:00,2020-05-15,07:45:00,2,2,2142.714286,210.0714286,0.098039869324883,14798.423172717276,233.7142857,49.089285700000005,6183878.714,49.08899999968708,-12254.681688253524,25.21618033333333,29.547110933333336,0.1447934189333333
2020-05-15 08:00:00,2020-05-15,08:00:00,2,2,2805.625,275.4625,0.0981822232122967,13914.125088972709,292.5,58.7857143,6183937.5,58.78600000031293,1034.1418012140448,25.41951306666667,31.412544733333327,0.2016386213333333
2020-05-15 08:15:00,2020-05-15,08:15:00,2,2,4560.428571,447.5,0.0981267424832998,13191.575387550964,380.0,87.5,6184025.0,87.5,607.3477331339326,25.95908213333333,35.5287108,0.3457076533333333
2020-05-15 08:30:00,2020-05-15,08:30:00,2,2,4983.625,488.75,0.0980711831247335,12294.66522409152,509.0,129.0,6184154.0,129.0,2162.9445260395573,26.430782066666666,40.3180586,0.4053485726666666
2020-05-15 08:45:00,2020-05-15,08:45:00,2,2,5141.857143,504.3428571,0.0980857388826136,16457.798178015015,617.7142857,108.7142857,6184262.714,108.71399999968708,-1169.951792997922,26.8318298,39.08195373333332,0.3124267953333332
2020-05-15 09:00:00,2020-05-15,09:00:00,2,2,8229.25,805.325,0.0978612874806331,13205.833302013203,804.125,186.4107143,6184449.125,186.41100000031287,599.9211137424704,27.6209698,45.0092326,0.6231526486666666
2020-05-15 09:30:00,2020-05-15,09:30:00,2,2,4325.5,424.1375,0.0980551381343197,17354.17358747338,1029.125,82.55357140000001,6184674.125,82.55399999953806,-863.2137945542662,27.516727866666667,39.136326,0.2492484
2020-05-15 09:45:00,2020-05-15,09:45:00,2,2,7680.714286,751.2714286,0.0978127034316818,14191.850437138432,1166.571429,137.44642900000008,6184811.571,137.44600000046194,470.7738749439522,27.450107666666668,40.93057693333333,0.5412059773333334
2020-05-15 10:00:00,2020-05-15,10:00:00,2,2,8567.0,837.2,0.0977238239757208,12773.691054813326,1390.714286,224.14285699999985,6185035.714,224.1429999992252,1731.2431295157148,28.632191866666663,52.5477356,0.670675372
2020-05-15 10:15:00,2020-05-15,10:15:00,2,2,6741.25,660.1625,0.0979287965881698,11779.56428038988,1542.625,151.9107140000001,6185187.625,151.91100000031292,-1543.9381413038814,28.768912733333337,47.633738,0.5722834766666666
2020-05-15 10:30:00,2020-05-15,10:30:00,2,2,5592.714286,548.2285714,0.0980254923396242,12287.672527893195,1723.142857,180.51785700000005,6185368.143,180.5180000001565,-1541.1094562963583,29.35144260000001,49.249723266666656,0.4551483833333333
2020-05-15 10:45:00,2020-05-15,10:45:00,2,2,4895.125,480.05,0.0980669543678659,13523.877311047983,1851.75,128.60714299999995,6185496.75,128.60699999984354,-1380.0999447014624,28.854707866666665,44.048325600000005,0.3619616539999999
2020-05-15 11:00:00,2020-05-15,11:00:00,2,2,8230.428571,804.9,0.0977956364065989,12929.523023407655,2014.571429,162.82142900000008,6185659.571,162.82100000046194,592.9404885135206,29.410819333333336,47.68545339999999,0.6365608813333332
2020-05-15 11:15:00,2020-05-15,11:15:00,2,2,6082.375,595.925,0.0979757085020242,10383.249854357462,2194.125,179.55357099999992,6185839.125,179.55399999953806,-3536.3606356257187,30.21606228571428,50.006988571428565,0.5857872135714286
2020-05-15 11:30:00,2020-05-15,11:30:00,2,2,7405.285714,724.4428571,0.0978278063911039,13293.291528048136,2377.571429,183.44642900000008,6186022.571,183.446000000462,-6387.8781398015935,30.2870728,49.8413636,0.5570693833333333
2020-05-15 11:45:00,2020-05-15,11:45:00,2,2,7959.0,778.4875,0.0978122251539138,17006.887418311384,2544.375,166.80357099999992,6186189.375,166.80399999953806,-1872.466239553342,30.811049333333333,47.8363832,0.4679868693333333
2020-05-15 12:00:00,2020-05-15,12:00:00,2,2,7013.142857,686.1142857,0.0978326407560871,13618.742484567292,2752.428571,208.05357099999992,6186397.429,208.0539999995381,4428.96908892768,31.305375066666663,49.183583533333326,0.5149625866666667
2020-05-15 12:15:00,2020-05-15,12:15:00,2,2,9083.25,887.825,0.0977430985605372,11528.92708849486,2960.375,207.94642900000008,6186605.375,207.946000000462,761.976464922938,31.50729773333333,49.84449266666666,0.7878660286666666
2020-05-15 12:30:00,2020-05-15,12:30:00,2,2,9675.571429,945.6714286,0.0977380442632666,14902.74433336809,3186.142857,225.76785699999985,6186831.143,225.7680000001565,-1628.701536635524,32.147684733333335,52.35325513333333,0.6492476293333334
2020-05-15 12:45:00,2020-05-15,12:45:00,2,2,9397.375,918.6875,0.0977600127695234,12344.771838205654,3406.625,220.48214300000012,6187051.625,220.4819999998436,1968.6651730680137,32.39142040000001,50.631239933333326,0.761243312
2020-05-15 13:00:00,2020-05-15,13:00:00,3,2,6284.285714,615.5857143,0.0979563537234806,15105.181491708678,3590.428571,183.80357099999992,6187235.429,183.8039999995381,-532.4438827665323,32.622796071428574,49.610767714285714,0.4160351014285714
2020-05-15 13:15:00,2020-05-15,13:15:00,3,2,7035.857143,689.0142857,0.0979289760573809,14381.081667998811,3749.571429,159.14285800000016,6187394.571,159.14200000092387,2173.8083824783203,32.49706446666666,47.01116133333333,0.489243946
2020-05-15 13:30:00,2020-05-15,13:30:00,3,2,8212.0,803.725,0.09787201656113,14292.645686789334,3935.875,186.30357099999992,6187580.875,186.3039999995381,2183.6608523719906,32.52462140000001,46.66986293333333,0.574561224
2020-05-15 13:45:00,2020-05-15,13:45:00,3,2,7734.285714,757.1571429,0.0978961950590283,13786.958850838571,4132.857143,196.98214300000012,6187777.857,196.9819999998436,-14510.003241097502,32.67847086666667,47.516884133333335,0.560985624
2020-05-15 14:00:00,2020-05-15,14:00:00,3,2,10326.375,1009.4875,0.0977581677984772,14047.894579445014,4354.0,221.14285699999985,6187999.0,221.1430000001565,1270.2225418016185,33.763185400000005,49.80390433333333,0.7350834633333333
2020-05-15 14:15:00,2020-05-15,14:15:00,3,2,12194.71429,1189.642857,0.0975539753297492,13645.786920733955,4628.714286,274.7142860000004,6188273.714,274.7139999996871,1732.3585333000049,34.13076993333335,55.030613,0.8936614913333333
2020-05-15 14:30:00,2020-05-15,14:30:00,3,2,7720.875,755.0625,0.0977949390451211,16540.4024325998,4892.0,263.28571399999964,6188537.0,263.2860000003129,-616.7787730356604,34.08138426666667,54.51913673333334,0.466788824
2020-05-15 14:45:00,2020-05-15,14:45:00,3,2,7296.571429,713.4142857,0.0977739055448092,13458.869802976304,5054.571429,162.57142899999965,6188699.571,162.57100000046194,2157.554191037566,33.69572221428571,47.618194642857134,0.5421384957142857
2020-05-15 15:00:00,2020-05-15,15:00:00,3,2,5467.875,536.0875,0.0980431154699037,13707.776498937304,5225.375,170.80357100000035,6188870.375,170.80399999953806,-1192.3494364962137,33.89057606666666,46.02908119999999,0.3988885433333333
2020-05-15 15:15:00,2020-05-15,15:15:00,3,2,7317.571429,716.4428571,0.0979071901178431,16359.713558158694,5370.571429,145.19642899999965,6189015.571,145.19600000046194,2999.693907108034,34.043744000000004,44.28609193333333,0.4472921486666666
2020-05-15 15:30:00,2020-05-15,15:30:00,3,2,7938.5,777.0,0.0978774327643761,14045.560158300425,5557.25,186.6785710000004,6189202.25,186.6789999995381,1583.3102039207113,34.40285233333333,46.7442812,0.5651963973333332
2020-05-15 15:45:00,2020-05-15,15:45:00,3,2,4959.571429,486.4428571,0.0980816314602573,14324.470719946186,5707.857143,150.60714300000018,6189352.857,150.60699999984354,-687.8109094191465,34.430942666666674,43.9206158,0.3462306933333333
2020-05-15 16:15:00,2020-05-15,16:15:00,4,2,4490.857143,440.7571429,0.0981454383573563,13654.333021936807,5947.857143,103.23214300000018,6189592.857,103.23199999984354,-3524.9305612664507,34.12625693333333,41.007431933333336,0.3288961193333332
