DATE_TIME,DATE,TIME,Time_of_Day,DC_POWER,AC_POWER,Conversion_Efficiency,Normalized_Power,DAILY_YIELD,DAILY_YIELD_diff,TOTAL_YIELD,TOTAL_YIELD_diff,Energy_Per_Irradiation,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 06:15:00,2020-05-15,06:15:00,2,315.4285714,30.47142857,0.0966032608737865,14156.454908914577,3.0,3.0,7111496.0,3.0,182.9865199173984,24.01163526666667,22.35345866666667,0.0222816074666666
2020-05-15 06:30:00,2020-05-15,06:30:00,2,702.875,68.1375,0.0969411346256446,14225.438739482252,14.875,11.875,7111507.875,11.875,437.7377266045644,23.976731266666665,22.893282,0.0494097238666666
2020-05-15 06:45:00,2020-05-15,06:45:00,2,1293.571429,126.0857143,0.0974710104701918,13560.2373113231,38.14285714,23.26785714,7111531.143,23.268000000156466,505.9940579207093,24.21899,24.442443933333333,0.0953944536
2020-05-15 07:00:00,2020-05-15,07:00:00,2,1865.375,182.8375,0.0980164846210547,13141.955570896367,78.5,40.35714286,7111571.5,40.35699999984354,867.0349525502171,24.5373984,27.185652866666665,0.1419404433333333
2020-05-15 07:15:00,2020-05-15,07:15:00,2,2012.428571,197.2571429,0.098019450599422,13007.52224540694,126.1428571,47.6428571,7111619.143,47.64300000015646,3730.201469807913,24.8159595,28.888477857142853,0.1547126757142856
2020-05-15 07:30:00,2020-05-15,07:30:00,2,1951.0,191.2625,0.0980330599692465,13111.633744511006,176.75,50.6071429,7111669.75,50.60699999984354,-8557.84365725084,24.988789866666668,29.6056438,0.1487991533333333
2020-05-15 07:45:00,2020-05-15,07:45:00,2,1961.428571,192.2714286,0.0980262199922854,13546.393098867931,222.2857143,45.5357143,7111715.286,45.53600000031293,-11367.703260683747,25.21618033333333,29.547110933333336,0.1447934189333333
2020-05-15 08:00:00,2020-05-15,08:00:00,2,2833.714286,278.1857143,0.0981699939455364,14053.430177523003,275.2857143,53.0,7111768.286,53.0,932.35660640378,25.41951306666667,31.412544733333327,0.2016386213333333
2020-05-15 08:15:00,2020-05-15,08:15:00,2,5105.625,500.6625,0.0980609621740727,14768.620106530088,371.25,95.9642857,7111864.25,95.96399999968708,666.0973469974246,25.95908213333333,35.5287108,0.3457076533333333
2020-05-15 08:30:00,2020-05-15,08:30:00,2,5408.428571,530.2571429,0.0980427375417768,13342.660948377275,508.8571429,137.6071429,7112001.857,137.60699999984354,2307.258196855713,26.430782066666666,40.3180586,0.4053485726666666
2020-05-15 08:45:00,2020-05-15,08:45:00,2,4131.5,405.675,0.0981907297591673,13223.897763288953,612.25,103.3928571,7112105.25,103.39300000015646,-1112.6885749210348,26.8318298,39.08195373333332,0.3124267953333332
2020-05-15 09:00:00,2020-05-15,09:00:00,2,8391.0,821.1285714,0.0978582494815874,13465.40052097005,769.2857143,157.0357143,7112262.286,157.03600000031292,505.3844033758317,27.6209698,45.0092326,0.6231526486666666
2020-05-15 09:15:00,2020-05-15,09:15:00,2,5290.125,518.7625,0.098062427636398,15338.851475231892,946.5,177.2142857,7112439.5,177.21399999968708,-636.8450905025823,27.98836207142857,46.6177065,0.3448840357142857
2020-05-15 09:30:00,2020-05-15,09:30:00,2,3719.142857,365.3571429,0.0982369209648243,14921.431218816248,1048.285714,101.7857140000001,7112541.286,101.78600000031292,-1064.3103822136093,27.516727866666667,39.136326,0.2492484
2020-05-15 09:45:00,2020-05-15,09:45:00,2,7639.5,747.5375,0.0978516264153413,14115.69775641034,1177.0,128.7142859999999,7112670.0,128.71399999968708,440.8654201590799,27.450107666666668,40.93057693333333,0.5412059773333334
2020-05-15 10:00:00,2020-05-15,10:00:00,2,9031.857143,882.7714286,0.097739746612819,13466.809010842877,1413.714286,236.7142859999999,7112906.714,236.71399999968708,1828.3394358113253,28.632191866666663,52.5477356,0.670675372
2020-05-15 10:15:00,2020-05-15,10:15:00,2,7055.5,690.925,0.0979271490326695,12328.6802566721,1572.0,158.2857140000001,7113065.0,158.28600000031292,-1608.7300632239,28.768912733333337,47.633738,0.5722834766666666
2020-05-15 10:30:00,2020-05-15,10:30:00,2,7707.571429,753.6714286,0.0977832557949817,16934.194893877648,1766.0,194.0,7113259.0,194.0,-1656.2073284726978,29.35144260000001,49.249723266666656,0.4551483833333333
