DATE_TIME,DATE,TIME,Time_of_Day,DC_POWER,AC_POWER,Conversion_Efficiency,Normalized_Power,DAILY_YIELD,DAILY_YIELD_diff,TOTAL_YIELD,TOTAL_YIELD_diff,Energy_Per_Irradiation,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 00:15:00,2020-05-15,00:15:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,26.880811433333328,24.421868833333328,0.0
2020-05-15 00:30:00,2020-05-15,00:30:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,26.682055344827592,24.427290310344823,0.0
2020-05-15 00:45:00,2020-05-15,00:45:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,26.500588900000004,24.4206776,0.0
2020-05-15 01:00:00,2020-05-15,01:00:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,26.596148,25.088210413793107,0.0
2020-05-15 01:15:00,2020-05-15,01:15:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,26.512740033333333,25.31796966666667,0.0
2020-05-15 01:30:00,2020-05-15,01:30:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,26.494338966666664,25.217192533333336,0.0
2020-05-15 01:45:00,2020-05-15,01:45:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,26.420410206896552,25.065062310344832,0.0
2020-05-15 02:00:00,2020-05-15,02:00:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,26.401946133333333,24.691469366666656,0.0
2020-05-15 02:15:00,2020-05-15,02:15:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,26.22607820689656,24.55948079310345,0.0
2020-05-15 02:30:00,2020-05-15,02:30:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,26.2603992,24.482406633333337,0.0
2020-05-15 02:45:00,2020-05-15,02:45:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,26.2978261,24.4886982,0.0
2020-05-15 03:00:00,2020-05-15,03:00:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,26.328249103448275,24.50628962068966,0.0
2020-05-15 03:15:00,2020-05-15,03:15:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,26.15870973333333,24.595197433333333,0.0
2020-05-15 03:30:00,2020-05-15,03:30:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,26.078499333333333,24.801314366666663,0.0
2020-05-15 03:45:00,2020-05-15,03:45:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,26.00130396551724,24.60781744827586,0.0
2020-05-15 04:00:00,2020-05-15,04:00:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,25.6972106,24.626179,0.0
2020-05-15 04:15:00,2020-05-15,04:15:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,25.6277024137931,24.773145068965515,0.0
2020-05-15 04:30:00,2020-05-15,04:30:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,25.482045785714284,24.796690750000003,0.0
2020-05-15 04:45:00,2020-05-15,04:45:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,25.23093168965517,24.43690427586207,0.0
2020-05-15 05:00:00,2020-05-15,05:00:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,25.1175986,24.104579633333337,0.0
2020-05-15 05:15:00,2020-05-15,05:15:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,25.0918621,23.897232,0.0
2020-05-15 05:30:00,2020-05-15,05:30:00,1,0.0,0.0,0.0,0.0,4315.0,0.0,339923.0,0.0,0.0,24.916967827586213,23.83947131034483,0.0
2020-05-15 06:00:00,2020-05-15,06:00:00,2,15.393333333333333,14.86,0.9653529666522304,1187.5759362618585,1.0666666666666669,1.0666666666666669,339924.06666666665,1.0666666666511446,105.36099484799652,24.74278656666667,24.07722983333333,0.0129619781466666
2020-05-15 06:15:00,2020-05-15,06:15:00,2,26.82142857142857,25.9,0.9656458055925432,1274.9239910149636,6.071428571428573,5.0047619047619065,339929.0714285714,5.004761904769111,619.7317562823496,24.76391089655172,24.356189448275863,0.0210376687241379
2020-05-15 06:30:00,2020-05-15,06:30:00,2,59.15333333333333,57.273333333333326,0.9682181900146511,1393.9619922822767,15.4,9.328571428571427,339938.4,9.328571428603029,435.9607915577012,24.7863229,24.548886100000004,0.042435399
2020-05-15 06:45:00,2020-05-15,06:45:00,2,162.88666666666666,159.30000000000004,0.977980600008186,1573.846893921329,41.133333333333326,25.733333333333327,339964.1333333333,25.73333333327901,421.4400805462865,25.04824510344827,25.746662,0.1034958783448276
2020-05-15 07:00:00,2020-05-15,07:00:00,2,313.7,308.21333333333325,0.9825098289235998,1572.821455395786,99.73333333333332,58.6,340022.7333333333,58.59999999997672,610.7054455951112,25.6732025,28.67470703333333,0.1994504836666666
2020-05-15 07:15:00,2020-05-15,07:15:00,2,385.8666666666666,379.17333333333335,0.982653766413269,1214.6967253304458,188.26666666666668,88.53333333333336,340111.26666666666,88.53333333338378,748.9208323206365,26.076818,30.72550493103449,0.317665025862069
2020-05-15 07:30:00,2020-05-15,07:30:00,2,464.62142857142845,455.91428571428565,0.9812597045213464,1213.3852538517094,288.92857142857133,100.66190476190464,340211.92857142846,100.66190476180054,1542.7504923958031,26.424239066666665,32.206803566666665,0.3829133633333333
2020-05-15 07:45:00,2020-05-15,07:45:00,2,554.7,543.6666666666665,0.9801093684273778,1237.3778781636329,412.8,123.87142857142868,340335.80000000005,123.87142857158324,1894.832125763529,27.12028751724138,34.59156220689654,0.4482866631034482
2020-05-15 08:00:00,2020-05-15,08:00:00,2,569.5466666666667,558.1933333333335,0.9800660174173612,1251.6750578235658,552.2666666666668,139.46666666666675,340475.26666666666,139.46666666661622,20689.58353267208,27.678970266666667,35.705856366666666,0.4550275753333332
2020-05-15 08:15:00,2020-05-15,08:15:00,2,647.5,634.3066666666667,0.9796241956241956,1271.314737724638,701.3333333333334,149.0666666666666,340624.33333333326,149.06666666659294,2745.865095265819,27.953492333333333,36.78689773333334,0.509315263
2020-05-15 08:30:00,2020-05-15,08:30:00,2,739.6466666666665,724.2199999999998,0.9791431944982738,1295.5535741713184,875.0,173.66666666666663,340798.0,173.66666666674428,2819.428094513642,28.526214655172414,38.617749482758605,0.5709116793103447
2020-05-15 08:45:00,2020-05-15,08:45:00,2,810.9857142857143,793.7785714285714,0.9787824340749351,1296.7472633381249,1059.2142857142858,184.21428571428572,340982.2142857143,184.21428571431892,3380.8042988125967,29.31902146666665,40.738035900000014,0.6253999813333333
2020-05-15 09:00:00,2020-05-15,09:00:00,2,850.1666666666665,831.94,0.9785610664575576,1299.5405006320805,1258.1333333333334,198.9190476190477,341181.13333333336,198.91904761904152,6905.565308563912,29.572043620689648,41.47150403448277,0.6542055951724136
2020-05-15 09:15:00,2020-05-15,09:15:00,2,904.9666666666666,885.2933333333333,0.9782607094183948,1288.3236886992677,1475.0666666666668,216.9333333333334,341398.0666666667,216.93333333334888,4497.7292053573065,30.09140723333333,43.4653736,0.7024373413333334
2020-05-15 09:30:00,2020-05-15,09:30:00,2,978.3266666666666,956.7,0.9778942275586208,1292.9154329482217,1707.2666666666664,232.1999999999996,341630.26666666666,232.19999999995343,4280.555069267434,30.638658379310343,44.1451964137931,0.7566826427586206
2020-05-15 10:00:00,2020-05-15,10:00:00,2,1076.0266666666666,1051.6999999999998,0.9773921340239398,1299.398556724555,2198.8,379.3000000000002,342121.8,24659.514285714307,869825.8552367614,31.89209383333333,46.13117390000001,0.828095938
2020-05-15 10:15:00,2020-05-15,10:15:00,2,1139.3066666666668,1112.5733333333335,0.976535436756858,1302.3120513323995,2477.9333333333334,279.1333333333332,342400.93333333335,279.1333333333605,5972.310641830255,32.43747986206897,47.14350827586208,0.8748338506896551
2020-05-15 10:30:00,2020-05-15,10:30:00,2,1179.84,1150.4866666666665,0.975120920350782,1299.303021749516,2762.1333333333337,284.2000000000003,342685.1333333333,284.19999999995343,8554.514941643583,33.07413526666666,48.6802898,0.9080560733333332
2020-05-15 10:45:00,2020-05-15,10:45:00,2,1200.4533333333334,1170.6333333333332,0.975159384232623,1272.539234585298,3056.933333333333,294.7999999999993,342979.9333333333,294.7999999999884,8352.070968804568,33.19247010344828,50.249560172413794,0.943352708275862
2020-05-15 11:00:00,2020-05-15,11:00:00,2,1226.4857142857145,1195.821428571429,0.974998252847858,1280.3899983484373,3351.071428571429,294.138095238096,343274.0714285714,294.1380952381296,20219.29380741464,33.46205666666668,51.61099133333334,0.9579001053333333
2020-05-15 11:15:00,2020-05-15,11:15:00,2,1208.0,1178.16,0.9752980132450332,1244.7862286755374,3636.466666666666,285.3952380952369,343559.4666666667,285.3952380952542,22744.917596887368,34.2517951724138,54.89430189655173,0.9704477541379308
2020-05-15 11:30:00,2020-05-15,11:30:00,2,1235.9133333333334,1205.2266666666667,0.975170858798082,1251.010516993314,3939.333333333333,302.86666666666724,343862.3333333334,302.8666666666977,17322.251880676085,34.651454666666666,56.08395293333334,0.987932009
