DATE_TIME,DATE,TIME,TIME_PERIOD,SEASON,DC_POWER,AC_POWER,Conversion_Efficiency,Normalized_Power,DAILY_YIELD,DAILY_YIELD_diff,TOTAL_YIELD,TOTAL_YIELD_diff,Energy_Per_Irradiation,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 00:15:00,2020-05-15,00:15:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,26.880811433333328,24.421868833333328,0.0
2020-05-15 00:30:00,2020-05-15,00:30:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,26.682055344827592,24.427290310344823,0.0
2020-05-15 00:45:00,2020-05-15,00:45:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,26.500588900000004,24.4206776,0.0
2020-05-15 01:00:00,2020-05-15,01:00:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,26.596148,25.088210413793107,0.0
2020-05-15 01:15:00,2020-05-15,01:15:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,26.512740033333333,25.31796966666667,0.0
2020-05-15 01:30:00,2020-05-15,01:30:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,26.494338966666664,25.217192533333336,0.0
2020-05-15 01:45:00,2020-05-15,01:45:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,26.420410206896552,25.065062310344832,0.0
2020-05-15 02:00:00,2020-05-15,02:00:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,26.401946133333333,24.691469366666656,0.0
2020-05-15 02:15:00,2020-05-15,02:15:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,26.22607820689656,24.55948079310345,0.0
2020-05-15 02:30:00,2020-05-15,02:30:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,26.2603992,24.482406633333337,0.0
2020-05-15 02:45:00,2020-05-15,02:45:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,26.2978261,24.4886982,0.0
2020-05-15 03:00:00,2020-05-15,03:00:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,26.328249103448275,24.50628962068966,0.0
2020-05-15 03:15:00,2020-05-15,03:15:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,26.15870973333333,24.595197433333333,0.0
2020-05-15 03:30:00,2020-05-15,03:30:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,26.078499333333333,24.801314366666663,0.0
2020-05-15 03:45:00,2020-05-15,03:45:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,26.00130396551724,24.60781744827586,0.0
2020-05-15 04:00:00,2020-05-15,04:00:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,25.6972106,24.626179,0.0
2020-05-15 04:15:00,2020-05-15,04:15:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,25.6277024137931,24.773145068965515,0.0
2020-05-15 04:30:00,2020-05-15,04:30:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,25.482045785714284,24.796690750000003,0.0
2020-05-15 04:45:00,2020-05-15,04:45:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,25.23093168965517,24.43690427586207,0.0
2020-05-15 05:00:00,2020-05-15,05:00:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,0.0,0.0,25.1175986,24.104579633333337,0.0
2020-05-15 05:30:00,2020-05-15,05:30:00,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2211962.0,157997.2857142859,0.0,24.916967827586213,23.83947131034483,0.0
2020-05-15 06:00:00,2020-05-15,06:00:00,1,2,15.653333333333334,15.133333333333333,0.9667802385008516,1207.6346030068617,1.7999999999999998,1.7999999999999998,2211963.8000000007,1.800000000745058,177.79667888217517,24.74278656666667,24.07722983333333,0.0129619781466666
2020-05-15 06:15:00,2020-05-15,06:15:00,1,2,27.85333333333333,26.88666666666667,0.9652943992340834,1323.9743290270262,7.6,5.8,2211969.6,5.799999999348074,718.2048326032073,24.76391089655172,24.356189448275863,0.0210376687241379
2020-05-15 06:30:00,2020-05-15,06:30:00,1,2,59.957142857142856,58.1,0.9690254944007624,1412.9039497694569,17.071428571428573,9.471428571428572,2211979.071428572,9.471428571734576,442.63706709206014,24.7863229,24.548886100000004,0.042435399
2020-05-15 06:45:00,2020-05-15,06:45:00,1,2,160.96666666666664,157.5,0.978463449989646,1555.2954305132605,41.53333333333333,24.46190476190476,2212003.5333333337,24.46190476184711,400.6176339314844,25.04824510344827,25.746662,0.1034958783448276
2020-05-15 07:00:00,2020-05-15,07:00:00,2,2,316.6333333333333,311.14666666666665,0.98267186019581,1587.5285309536257,101.2,59.66666666666667,2212063.2,59.666666666511446,621.8218132041181,25.6732025,28.67470703333333,0.1994504836666666
2020-05-15 07:15:00,2020-05-15,07:15:00,2,2,395.7066666666667,388.68666666666667,0.9822595862254868,1245.6727510144085,189.4,88.2,2212151.4,88.1999999997206,746.1011002684479,26.076818,30.72550493103449,0.317665025862069
2020-05-15 07:30:00,2020-05-15,07:30:00,2,2,477.8133333333333,468.4066666666666,0.980313092979127,1247.836662512579,298.5333333333333,109.1333333333333,2212260.5333333327,109.13333333283664,1672.5841234023703,26.424239066666665,32.206803566666665,0.3829133633333333
2020-05-15 07:45:00,2020-05-15,07:45:00,2,2,566.65,555.2357142857143,0.9798565504027428,1264.0349281799574,424.0714285714286,125.53809523809532,2212386.071428572,125.5380952390842,1920.326734011266,27.12028751724138,34.59156220689654,0.4482866631034482
2020-05-15 08:00:00,2020-05-15,08:00:00,2,2,579.5866666666666,567.86,0.9797671904115578,1273.7396546617792,560.6,136.5285714285714,2212522.600000001,136.52857142919677,20253.72334977371,27.678970266666667,35.705856366666666,0.4550275753333332
2020-05-15 08:15:00,2020-05-15,08:15:00,2,2,662.6066666666667,648.8733333333332,0.9792737773037798,1300.975475904139,714.8666666666667,154.26666666666665,2212676.8666666667,154.26666666567326,2841.651086944245,27.953492333333333,36.78689773333334,0.509315263
2020-05-15 08:30:00,2020-05-15,08:30:00,2,2,757.4000000000002,741.3399999999998,0.978795880644309,1326.650036157837,888.4666666666666,173.5999999999999,2212850.466666667,173.60000000009313,2818.3457804660966,28.526214655172414,38.617749482758605,0.5709116793103447
2020-05-15 08:45:00,2020-05-15,08:45:00,2,2,835.3571428571428,817.2785714285714,0.9783582727661394,1335.7166098345372,1082.857142857143,194.3904761904763,2213044.8571428573,194.39047619048503,3567.5634764407187,29.31902146666665,40.738035900000014,0.6253999813333333
2020-05-15 09:00:00,2020-05-15,09:00:00,2,2,875.9133333333333,856.74,0.978110467550062,1338.8961204198954,1284.9333333333334,202.0761904761905,2213246.9333333327,202.0761904753745,7015.166960310338,29.572043620689648,41.47150403448277,0.6542055951724136
2020-05-15 09:15:00,2020-05-15,09:15:00,2,2,947.1066666666666,925.9866666666666,0.9777005053988992,1348.3148046613146,1512.4,227.4666666666667,2213474.4000000004,227.46666666772217,4716.119252842422,30.09140723333333,43.4653736,0.7024373413333334
2020-05-15 09:30:00,2020-05-15,09:30:00,2,2,1022.8733333333332,999.64,0.9772862068291284,1351.786436654959,1756.0666666666668,243.6666666666668,2213718.066666667,243.66666666651145,4491.940504784853,30.638658379310343,44.1451964137931,0.7566826427586206
2020-05-15 09:45:00,2020-05-15,09:45:00,2,2,1081.7666666666669,1055.5333333333333,0.975749545496564,1352.6378059815163,2015.0666666666664,258.99999999999955,2213977.066666667,259.0,6014.394898071194,31.375120033333328,45.71952399999999,0.799745994
2020-05-15 10:00:00,2020-05-15,10:00:00,2,2,1119.6571428571428,1092.0571428571427,0.9753495968153516,1352.0862637743585,2279.5000000000005,264.4333333333341,2214241.5,264.433333333116,9327.472863195631,31.89209383333333,46.13117390000001,0.828095938
2020-05-15 10:15:00,2020-05-15,10:15:00,2,2,1179.5266666666666,1150.0333333333333,0.9749956197118618,1348.286495472042,2551.4,271.89999999999964,2214513.4,271.89999999990687,5817.546919678524,32.43747986206897,47.14350827586208,0.8748338506896551
2020-05-15 10:30:00,2020-05-15,10:30:00,2,2,1222.54,1191.9733333333331,0.9749974097643702,1346.3265495403218,2853.1333333333328,301.73333333333267,2214815.1333333333,301.7333333333954,9082.274132276136,33.07413526666666,48.6802898,0.9080560733333332
2020-05-15 10:45:00,2020-05-15,10:45:00,2,2,1266.94,1235.24,0.9749790834609372,1343.0183523992305,3157.333333333333,304.2000000000003,2215119.333333333,304.1999999997206,8618.385307693747,33.19247010344828,50.249560172413794,0.943352708275862
2020-05-15 11:00:00,2020-05-15,11:00:00,2,2,1288.986666666667,1256.7599999999995,0.9749984483935696,1345.637879659822,3474.4666666666667,317.13333333333367,2215436.466666668,317.13333333516493,21800.005326196308,33.46205666666668,51.61099133333334,0.9579001053333333
2020-05-15 11:15:00,2020-05-15,11:15:00,2,2,1289.5,1257.2642857142855,0.9750013848113884,1328.7680810240938,3783.857142857143,309.3904761904764,2215745.8571428573,309.3904761890881,24657.2470274849,34.2517951724138,54.89430189655173,0.9704477541379308
2020-05-15 11:30:00,2020-05-15,11:30:00,2,2,1312.1799999999998,1279.38,0.975003429407551,1328.2088119892062,4090.2666666666655,306.4095238095224,2216052.2666666666,306.4095238093287,17524.883172119735,34.651454666666666,56.08395293333334,0.987932009
2020-05-15 11:45:00,2020-05-15,11:45:00,2,2,1280.9333333333332,1248.9266666666667,0.9750130113458938,1343.620600637171,4418.4,328.1333333333341,2216380.4000000004,328.13333333376795,-9487.05210817662,35.15152596551724,55.593795275862064,0.9533445175862068
2020-05-15 12:00:00,2020-05-15,12:00:00,2,2,1271.506666666667,1239.7333333333331,0.9750112727158328,1342.781233598946,4728.533333333333,310.1333333333332,2216690.5333333337,310.1333333333023,-48274.8643126856,35.16610503333333,57.4882405,0.9469201943333332
2020-05-15 12:15:00,2020-05-15,12:15:00,2,2,1306.3933333333337,1273.7333333333331,0.974999872422292,1336.8909940993362,5047.2,318.66666666666697,2217009.2,318.66666666651145,10528.369140846113,36.37757096551724,57.58858162068966,0.977187623448276
2020-05-15 12:30:00,2020-05-15,12:30:00,2,2,1282.4214285714286,1250.357142857143,0.9749970758442456,1341.1117838375194,5357.285714285715,310.08571428571486,2217319.285714285,310.08571428479627,-14801.16610099188,35.96635756666666,58.8881528,0.9562375366666666
2020-05-15 12:45:00,2020-05-15,12:45:00,2,2,1316.1466666666663,1283.24,0.9749977206187764,1344.2544674755518,5665.4,308.11428571428496,2217627.4000000004,308.11428571539,13482.514489000336,35.992946499999995,57.72948603333334,0.9790904166666669
2020-05-15 13:00:00,2020-05-15,13:00:00,3,2,1257.2933333333333,1225.88,0.9750151118275238,1357.1259442391593,5987.466666666667,322.0666666666675,2217949.466666667,322.0666666664183,-6116.869542827831,36.45858144827585,60.389376793103445,0.9264382120689656
2020-05-15 13:15:00,2020-05-15,13:15:00,3,2,1240.44,1209.4199999999998,0.9749927445100124,1371.7936085534277,6294.999999999999,307.53333333333194,2218256.9999999995,307.5333333327435,-13858.22255889432,36.93956406666666,56.85950403333334,0.904246814
2020-05-15 13:30:00,2020-05-15,13:30:00,3,2,1240.8533333333332,1209.8466666666666,0.9750118198229176,1385.6945743839883,6601.066666666665,306.0666666666657,2218563.0666666664,306.066666666884,-34887.71042452903,36.89079344827587,57.14867327586207,0.8954739062068966
2020-05-15 13:45:00,2020-05-15,13:45:00,3,2,1219.2357142857145,1188.7642857142855,0.9750077624741492,1407.8494394860277,6896.285714285715,295.2190476190499,2218858.2857142864,295.2190476199612,-10025.49029999792,36.614378066666674,52.980611200000006,0.8660270623333334
2020-05-15 14:00:00,2020-05-15,14:00:00,3,2,1184.16,1154.5466666666666,0.9749921181822276,1413.1725428530024,7181.400000000001,285.11428571428587,2219143.4,285.1142857135273,-10152.67531597421,36.84276606896551,54.810004896551725,0.8379443868965518
2020-05-15 14:15:00,2020-05-15,14:15:00,3,2,1178.5,1149.0333333333333,0.9749964644321878,1426.5333853962543,7477.666666666667,296.2666666666664,2219439.6666666674,296.2666666675359,-25073.75664322927,37.3528292,53.53894659999999,0.8261285799999998
2020-05-15 14:30:00,2020-05-15,14:30:00,3,2,985.4799999999998,962.4933333333332,0.9766746492403028,1446.9669145854443,7751.466666666665,273.7999999999984,2219713.4666666663,273.7999999988824,-1887.4615417282848,37.268465866666666,51.3589315,0.6810660216666665
2020-05-15 14:45:00,2020-05-15,14:45:00,3,2,1011.88,988.86,0.9772502668300588,1473.6548443104366,7989.4,237.9333333333343,2219951.4,237.9333333335817,42636.42176612166,37.21659834482757,49.36587620689655,0.68664654
2020-05-15 15:00:00,2020-05-15,15:00:00,3,2,958.7142857142856,937.3,0.9776635374757862,1466.3564316182285,8227.571428571428,238.1714285714279,2220189.571428572,238.17142857192084,-7252.609191641731,37.115580266666655,50.190043166666655,0.6538071269999998
2020-05-15 15:15:00,2020-05-15,15:15:00,3,2,898.0866666666667,878.3,0.9779679763645676,1484.1024746528003,8451.0,223.42857142857247,2220413.0,223.4285714281723,-4590.757273330593,37.08661827586207,48.28441227586208,0.6051379079310345
