IS_ANOMALY,LOCATION,DATE_TIME,SENSOR_NUMBER,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
True,A,2020-05-15 06:00:00,2,53.5,5.1625,0.0,6183645.0
False,A,2020-05-15 06:15:00,2,310.5714286,30.01428571,3.0,6183648.0
False,A,2020-05-15 06:30:00,2,713.5,69.2,15.5,6183660.5
False,A,2020-05-15 06:45:00,2,1334.285714,130.1428571,39.14285714,6183684.143
False,A,2020-05-15 07:00:00,2,1990.375,195.1,82.375,6183727.375
False,A,2020-05-15 07:15:00,2,2114.285714,207.2714286,131.7142857,6183776.714
False,A,2020-05-15 07:30:00,2,2078.0,203.7125,184.625,6183829.625
False,A,2020-05-15 07:45:00,2,2142.714286,210.0714286,233.7142857,6183878.714
False,A,2020-05-15 08:00:00,2,2805.625,275.4625,292.5,6183937.5
False,A,2020-05-15 08:15:00,2,4560.428571,447.5,380.0,6184025.0
False,A,2020-05-15 08:30:00,2,4983.625,488.75,509.0,6184154.0
False,A,2020-05-15 08:45:00,2,5141.857143,504.3428571,617.7142857,6184262.714
False,A,2020-05-15 09:00:00,2,8229.25,805.325,804.125,6184449.125
False,A,2020-05-15 09:15:00,2,3541.0,347.9857143,946.5714286,6184591.571
False,A,2020-05-15 09:30:00,2,4325.5,424.1375,1029.125,6184674.125
False,A,2020-05-15 09:45:00,2,7680.714286,751.2714286,1166.571429,6184811.571
False,A,2020-05-15 10:00:00,2,8567.0,837.2,1390.714286,6185035.714
False,A,2020-05-15 10:15:00,2,6741.25,660.1625,1542.625,6185187.625
False,A,2020-05-15 10:30:00,2,5592.714286,548.2285714,1723.142857,6185368.143
False,A,2020-05-15 10:45:00,2,4895.125,480.05,1851.75,6185496.75
False,A,2020-05-15 11:00:00,2,8230.428571,804.9,2014.571429,6185659.571
False,A,2020-05-15 11:15:00,2,6082.375,595.925,2194.125,6185839.125
False,A,2020-05-15 11:30:00,2,7405.285714,724.4428571,2377.571429,6186022.571
False,A,2020-05-15 11:45:00,2,7959.0,778.4875,2544.375,6186189.375
False,A,2020-05-15 12:00:00,2,7013.142857,686.1142857,2752.428571,6186397.429
False,A,2020-05-15 12:15:00,2,9083.25,887.825,2960.375,6186605.375
False,A,2020-05-15 12:30:00,2,9675.571429,945.6714286,3186.142857,6186831.143
False,A,2020-05-15 12:45:00,2,9397.375,918.6875,3406.625,6187051.625
False,A,2020-05-15 13:00:00,2,6284.285714,615.5857143,3590.428571,6187235.429
False,A,2020-05-15 13:15:00,2,7035.857143,689.0142857,3749.571429,6187394.571
False,A,2020-05-15 13:30:00,2,8212.0,803.725,3935.875,6187580.875
False,A,2020-05-15 13:45:00,2,7734.285714,757.1571429,4132.857143,6187777.857
False,A,2020-05-15 14:00:00,2,10326.375,1009.4875,4354.0,6187999.0
False,A,2020-05-15 14:15:00,2,12194.71429,1189.642857,4628.714286,6188273.714
False,A,2020-05-15 14:30:00,2,7720.875,755.0625,4892.0,6188537.0
False,A,2020-05-15 14:45:00,2,7296.571429,713.4142857,5054.571429,6188699.571
False,A,2020-05-15 15:00:00,2,5467.875,536.0875,5225.375,6188870.375
False,A,2020-05-15 15:15:00,2,7317.571429,716.4428571,5370.571429,6189015.571
False,A,2020-05-15 15:30:00,2,7938.5,777.0,5557.25,6189202.25
False,A,2020-05-15 15:45:00,2,4959.571429,486.4428571,5707.857143,6189352.857
False,A,2020-05-15 16:00:00,2,4834.625,474.2875,5844.625,6189489.625
False,A,2020-05-15 16:15:00,2,4490.857143,440.7571429,5947.857143,6189592.857
False,A,2020-05-15 16:30:00,2,4569.0,448.4375,6064.625,6189709.625
False,A,2020-05-15 16:45:00,2,3389.285714,333.1857143,6163.571429,6189808.571
False,A,2020-05-15 17:00:00,2,2165.285714,212.2714286,6227.142857,6189872.143
False,A,2020-05-15 17:15:00,2,2212.875,216.975,6281.25,6189926.25
False,A,2020-05-15 17:30:00,2,1173.5,114.35,6318.75,6189963.75
False,A,2020-05-15 17:45:00,2,528.375,51.1125,6340.25,6189985.25
False,A,2020-05-15 18:00:00,2,305.5714286,29.51428571,6350.714286,6189995.714
False,A,2020-05-15 18:15:00,2,105.5,10.1875,6355.875,6190000.875
True,A,2020-05-16 06:00:00,2,57.25,5.525,0.0,6190002.0
False,A,2020-05-16 06:15:00,2,353.1428571,34.15714286,3.714285714,6190005.714
False,A,2020-05-16 06:30:00,2,735.5,71.3,17.25,6190019.25
False,A,2020-05-16 06:45:00,2,1174.714286,114.2571429,39.85714286,6190041.857
False,A,2020-05-16 07:00:00,2,1583.0,154.7571429,71.14285714,6190073.143
False,A,2020-05-16 07:15:00,2,2019.125,197.925,115.125,6190117.125
False,A,2020-05-16 07:30:00,2,2537.857143,248.8857143,170.2857143,6190172.286
False,A,2020-05-16 07:45:00,2,3546.75,348.525,243.375,6190245.375
False,A,2020-05-16 08:00:00,2,4387.0,430.7857143,342.8571429,6190344.857
False,A,2020-05-16 08:15:00,2,5030.75,493.2125,460.75,6190462.75
False,A,2020-05-16 08:30:00,2,6190.142857,606.4714286,595.2857143,6190597.286
False,A,2020-05-16 08:45:00,2,6910.75,676.8125,758.875,6190760.875
False,A,2020-05-16 09:00:00,2,6791.428571,665.1857143,926.4285714,6190928.429
False,A,2020-05-16 09:15:00,2,5963.25,584.3375,1080.5,6191082.5
False,A,2020-05-16 09:30:00,2,6108.142857,598.4714286,1227.142857,6191229.143
False,A,2020-05-16 09:45:00,2,8083.0,791.075,1397.875,6191399.875
False,A,2020-05-16 10:00:00,2,7359.571429,720.5,1604.0,6191606.0
False,A,2020-05-16 10:15:00,2,7505.875,734.75,1763.375,6191765.375
False,A,2020-05-16 10:30:00,2,9709.142857,949.3571429,1989.285714,6191991.286
False,A,2020-05-16 10:45:00,2,8743.285714,855.3857143,2190.142857,6192192.143
False,A,2020-05-16 11:00:00,2,8614.875,842.825,2407.75,6192409.75
False,A,2020-05-16 11:15:00,2,8246.571429,807.0,2618.285714,6192620.286
False,A,2020-05-16 11:30:00,2,6821.5,668.1,2803.375,6192805.375
False,A,2020-05-16 11:45:00,2,8480.428571,829.7714286,2980.571429,6192982.571
False,A,2020-05-16 12:00:00,2,9595.25,938.3875,3208.875,6193210.875
False,A,2020-05-16 12:15:00,2,8014.571429,784.3571429,3429.857143,6193431.857
False,A,2020-05-16 12:30:00,2,10558.0,1031.6625,3654.125,6193656.125
False,A,2020-05-16 12:45:00,2,10976.14286,1071.7,3920.714286,6193922.714
False,A,2020-05-16 13:00:00,2,8266.625,808.7625,4165.25,6194167.25
False,A,2020-05-16 13:15:00,2,10516.42857,1027.571429,4404.285714,6194406.286
False,A,2020-05-16 13:30:00,2,8074.75,790.1625,4620.75,6194622.75
False,A,2020-05-16 13:45:00,2,6786.571429,664.6428571,4802.142857,6194804.143
False,A,2020-05-16 14:00:00,2,6324.5,619.55,4956.0,6194958.0
False,A,2020-05-16 14:15:00,2,8922.714286,872.9142857,5143.714286,6195145.714
False,A,2020-05-16 14:30:00,2,7631.125,747.0625,5353.75,6195355.75
False,A,2020-05-16 14:45:00,2,7098.714286,695.1428571,5532.714286,6195534.714
False,A,2020-05-16 15:00:00,2,7151.428571,700.2857143,5694.714286,6195696.714
False,A,2020-05-16 15:15:00,2,6195.125,606.925,5864.875,6195866.875
False,A,2020-05-16 15:30:00,2,5215.571429,511.2857143,6003.142857,6196005.143
False,A,2020-05-16 15:45:00,2,3930.625,386.225,6114.375,6196116.375
False,A,2020-05-16 16:00:00,2,3464.857143,340.6285714,6204.857143,6196206.857
False,A,2020-05-16 16:15:00,2,2955.25,290.025,6283.375,6196285.375
False,A,2020-05-16 16:30:00,2,2661.571429,261.0428571,6353.142857,6196355.143
False,A,2020-05-16 16:45:00,2,2263.375,221.9,6412.875,6196414.875
False,A,2020-05-16 17:00:00,2,2007.142857,196.7571429,6466.857143,6196468.857
False,A,2020-05-16 17:15:00,2,1630.75,159.5875,6512.0,6196514.0
False,A,2020-05-16 17:30:00,2,1197.285714,116.4142857,6546.857143,6196548.857
False,A,2020-05-16 17:45:00,2,767.125,74.3625,6570.25,6196572.25
False,A,2020-05-16 18:00:00,2,398.4285714,38.5,6584.714286,6196586.714
False,A,2020-05-16 18:15:00,2,121.25,11.7,6591.0,6196593.0
False,A,2020-05-17 06:15:00,2,149.7142857,14.41428571,1.428571429,6196595.429
False,A,2020-05-17 06:30:00,2,475.25,45.975,8.25,6196602.25
False,A,2020-05-17 06:45:00,2,951.0,92.34285714,24.42857143,6196618.429
False,A,2020-05-17 07:00:00,2,1502.125,146.75,54.625,6196648.625
False,A,2020-05-17 07:15:00,2,2764.428571,271.2714286,106.1428571,6196700.143
False,A,2020-05-17 07:30:00,2,2970.142857,291.5857143,169.4285714,6196763.429
False,A,2020-05-17 07:45:00,2,4601.25,451.4875,264.75,6196858.75
False,A,2020-05-17 08:00:00,2,5436.428571,532.8285714,393.2857143,6196987.286
False,A,2020-05-17 08:15:00,2,5427.0,531.925,525.25,6197119.25
False,A,2020-05-17 08:30:00,2,5883.714286,576.6285714,658.7142857,6197252.714
False,A,2020-05-17 08:45:00,2,7885.875,771.925,826.75,6197420.75
False,A,2020-05-17 09:00:00,2,8286.714286,810.9857143,1030.857143,6197624.857
False,A,2020-05-17 09:15:00,2,6495.0,636.1125,1197.75,6197791.75
False,A,2020-05-17 09:30:00,2,8662.142857,847.5142857,1401.428571,6197995.429
False,A,2020-05-17 09:45:00,2,10703.125,1045.85,1636.625,6198230.625
False,A,2020-05-17 10:00:00,2,10294.28571,1005.671429,1907.428571,6198501.429
False,A,2020-05-17 10:15:00,2,10045.25,982.175,2142.125,6198736.125
False,A,2020-05-17 10:30:00,2,11839.14286,1154.714286,2400.142857,6198994.143
False,A,2020-05-17 10:45:00,2,10444.125,1019.0,2694.125,6199288.125
False,A,2020-05-17 11:00:00,2,12644.14286,1232.785714,2954.0,6199548.0
False,A,2020-05-17 11:15:00,2,12995.5,1267.075,3265.5,6199859.5
False,A,2020-05-17 11:30:00,2,11925.57143,1163.6,3584.857143,6200178.857
False,A,2020-05-17 11:45:00,2,11564.0,1127.871429,3845.142857,6200439.143
False,A,2020-05-17 12:00:00,2,8971.875,876.8125,4093.625,6200687.625
False,A,2020-05-17 12:15:00,2,10234.71429,999.5571429,4340.428571,6200934.429
False,A,2020-05-17 12:30:00,2,8005.75,782.7375,4567.25,6201161.25
False,A,2020-05-17 12:45:00,2,11852.42857,1156.485714,4790.142857,6201384.143
False,A,2020-05-17 13:00:00,2,6147.875,602.0,5030.875,6201624.875
False,A,2020-05-17 13:15:00,2,6339.857143,620.2857143,5155.571429,6201749.571
False,A,2020-05-17 13:30:00,2,9122.0,891.1625,5397.75,6201991.75
False,A,2020-05-17 13:45:00,2,8205.714286,802.2714286,5602.857143,6202196.857
False,A,2020-05-17 14:00:00,2,8081.75,790.0875,5829.625,6202423.625
False,A,2020-05-17 14:15:00,2,6478.571429,634.1571429,5979.571429,6202573.571
False,A,2020-05-17 14:30:00,2,4372.625,428.9125,6123.25,6202717.25
False,A,2020-05-17 14:45:00,2,10113.28571,988.6857143,6286.428571,6202880.429
False,A,2020-05-17 15:00:00,2,9330.375,912.6125,6534.875,6203128.875
False,A,2020-05-17 15:15:00,2,7024.142857,687.7,6743.285714,6203337.286
False,A,2020-05-17 15:30:00,2,7453.625,729.45,6924.75,6203518.75
False,A,2020-05-17 15:45:00,2,4531.142857,444.4857143,7058.428571,6203652.429
False,A,2020-05-17 16:00:00,2,6771.714286,663.0857143,7193.571429,6203787.571
False,A,2020-05-17 16:15:00,2,5126.625,502.6125,7329.875,6203923.875
False,A,2020-05-17 16:30:00,2,4343.714286,426.1285714,7453.714286,6204047.714
False,A,2020-05-17 16:45:00,2,3771.75,370.4625,7556.625,6204150.625
False,A,2020-05-17 17:00:00,2,2037.714286,199.7714286,7626.857143,6204220.857
False,A,2020-05-17 17:15:00,2,1696.25,166.1875,7671.375,6204265.375
False,A,2020-05-17 17:30:00,2,1392.285714,135.5428571,7709.571429,6204303.571
False,A,2020-05-17 17:45:00,2,894.25,86.825,7738.125,6204332.125
False,A,2020-05-17 18:00:00,2,321.1428571,31.01428571,7752.714286,6204346.714
False,A,2020-05-17 18:15:00,2,134.5,12.9875,7758.0,6204352.0
True,A,2020-05-18 06:00:00,2,74.875,7.225,0.5,6204353.5
False,A,2020-05-18 06:15:00,2,386.7142857,37.4,5.857142857,6204358.857
False,A,2020-05-18 06:30:00,2,771.125,74.7875,19.875,6204372.875
False,A,2020-05-18 06:45:00,2,1176.857143,114.4571429,43.57142857,6204396.571
False,A,2020-05-18 07:00:00,2,1726.875,169.025,77.875,6204430.875
False,A,2020-05-18 07:15:00,2,2755.571429,270.4,131.1428571,6204484.143
False,A,2020-05-18 07:30:00,2,3550.25,348.7625,213.75,6204566.75
False,A,2020-05-18 07:45:00,2,1795.0,175.8142857,282.4285714,6204635.429
False,A,2020-05-18 08:00:00,2,1296.75,126.1625,318.5,6204671.5
False,A,2020-05-18 08:15:00,2,1412.142857,137.5714286,350.2857143,6204703.286
False,A,2020-05-18 08:30:00,2,1860.375,182.35,390.625,6204743.625
False,A,2020-05-18 08:45:00,2,1966.0,192.7142857,437.8571429,6204790.857
False,A,2020-05-18 09:00:00,2,1789.25,175.4,485.125,6204838.125
False,A,2020-05-18 09:15:00,2,1754.428571,171.9571429,527.1428571,6204880.143
False,A,2020-05-18 09:30:00,2,1522.857143,148.5714286,565.2857143,6204918.286
False,A,2020-05-18 09:45:00,2,1559.25,152.3625,602.375,6204955.375
False,A,2020-05-18 10:00:00,2,1781.0,174.5857143,644.2857143,6204997.286
False,A,2020-05-18 10:15:00,2,2269.375,222.525,691.25,6205044.25
False,A,2020-05-18 10:30:00,2,3266.142857,320.9142857,759.8571429,6205112.857
False,A,2020-05-18 10:45:00,2,5796.875,568.125,869.25,6205222.25
False,A,2020-05-18 11:00:00,2,6573.857143,643.9857143,1026.285714,6205379.286
False,A,2020-05-18 11:15:00,2,7226.125,707.55,1193.0,6205546.0
False,A,2020-05-18 11:30:00,2,5292.571429,518.8142857,1351.142857,6205704.143
False,A,2020-05-18 11:45:00,2,6329.375,620.075,1489.75,6205842.75
False,A,2020-05-18 12:00:00,2,8291.0,811.3571429,1664.428571,6206017.429
False,A,2020-05-18 12:15:00,2,8893.5,870.0625,1881.375,6206234.375
False,A,2020-05-18 12:30:00,2,8878.714286,868.6428571,2094.428571,6206447.429
False,A,2020-05-18 12:45:00,2,8252.375,807.575,2301.75,6206654.75
False,A,2020-05-18 13:00:00,2,8154.285714,798.0285714,2517.857143,6206870.857
False,A,2020-05-18 13:15:00,2,9926.5,969.9875,2718.375,6207071.375
False,A,2020-05-18 13:30:00,2,11325.42857,1105.771429,2985.285714,6207338.286
False,A,2020-05-18 13:45:00,2,13201.25,1287.125,3294.0,6207647.0
False,A,2020-05-18 14:00:00,2,9313.428571,909.9,3597.428571,6207950.429
False,A,2020-05-18 14:15:00,2,5001.714286,490.3714286,3742.142857,6208095.143
False,A,2020-05-18 14:30:00,2,6567.5,643.3,3889.0,6208242.0
False,A,2020-05-18 14:45:00,2,6471.428571,633.9142857,4042.571429,6208395.571
False,A,2020-05-18 15:00:00,2,7975.5,780.6625,4228.75,6208581.75
False,A,2020-05-18 15:15:00,2,7895.285714,772.8285714,4420.571429,6208773.571
False,A,2020-05-18 15:30:00,2,7521.0,736.35,4615.75,6208968.75
False,A,2020-05-18 15:45:00,2,7067.142857,692.0714286,4795.428571,6209148.429
False,A,2020-05-18 16:00:00,2,5917.875,579.9,4950.75,6209303.75
False,A,2020-05-18 16:15:00,2,4213.428571,413.8,5079.714286,6209432.714
False,A,2020-05-18 16:30:00,2,3826.0,375.9,5176.375,6209529.375
False,A,2020-05-18 16:45:00,2,2895.857143,284.1285714,5259.571429,6209612.571
False,A,2020-05-18 17:00:00,2,2249.375,220.5625,5322.75,6209675.75
False,A,2020-05-18 17:15:00,2,1684.857143,164.9285714,5371.428571,6209724.429
False,A,2020-05-18 17:30:00,2,1166.625,113.45,5406.125,6209759.125
False,A,2020-05-18 17:45:00,2,744.2857143,72.18571429,5430.142857,6209783.143
False,A,2020-05-18 18:00:00,2,433.75,41.95,5444.25,6209797.25
False,A,2020-05-18 18:15:00,2,183.0,17.65714286,5451.714286,6209804.714
True,A,2020-05-19 06:15:00,2,88.625,8.55,1.375,6209807.375
False,A,2020-05-19 06:30:00,2,177.7142857,17.15714286,4.714285714,6209810.714
True,A,2020-05-19 06:45:00,2,796.25,77.4625,13.0,6209819.0
False,A,2020-05-19 07:00:00,2,2607.857143,255.8571429,53.28571429,6209859.286
False,A,2020-05-19 07:15:00,2,2711.875,266.1625,121.0,6209927.0
False,A,2020-05-19 07:30:00,2,2711.142857,265.9285714,188.8571429,6209994.857
False,A,2020-05-19 07:45:00,2,3382.375,331.9625,262.375,6210068.375
False,A,2020-05-19 08:00:00,2,1806.0,176.8571429,332.4285714,6210138.429
False,A,2020-05-19 08:15:00,2,2635.857143,258.7,376.7142857,6210182.714
False,A,2020-05-19 08:30:00,2,4428.5,434.55,472.875,6210278.875
False,A,2020-05-19 08:45:00,2,3904.857143,383.4428571,569.8571429,6210375.857
False,A,2020-05-19 09:00:00,2,5820.625,570.375,689.875,6210495.875
False,A,2020-05-19 09:15:00,2,6854.571429,671.2285714,832.5714286,6210638.571
False,A,2020-05-19 09:30:00,2,8565.375,837.875,1041.875,6210847.875
False,A,2020-05-19 09:45:00,2,6802.857143,666.2142857,1232.0,6211038.0
False,A,2020-05-19 10:00:00,2,6893.25,674.975,1395.125,6211201.125
False,A,2020-05-19 10:15:00,2,7947.857143,777.4,1573.714286,6211379.714
False,A,2020-05-19 10:30:00,2,6809.375,666.6875,1777.625,6211583.625
False,A,2020-05-19 10:45:00,2,9152.142857,894.0142857,1963.857143,6211769.857
False,A,2020-05-19 11:00:00,2,10920.625,1065.875,2190.375,6211996.375
False,A,2020-05-19 11:15:00,2,6805.571429,665.9857143,2423.285714,6212229.286
False,A,2020-05-19 11:30:00,2,4180.75,410.725,2513.25,6212319.25
False,A,2020-05-19 12:30:00,2,8751.0,855.85,3556.5,6213362.5
False,A,2020-05-19 12:45:00,2,11499.0,1122.5,3776.25,6213582.25
False,A,2020-05-19 13:00:00,2,9570.857143,935.7714286,3993.285714,6213799.286
False,A,2020-05-19 13:15:00,2,7842.75,767.625,4215.125,6214021.125
False,A,2020-05-19 13:30:00,2,7890.857143,772.3714286,4392.571429,6214198.571
False,A,2020-05-19 13:45:00,2,10273.75,1004.4,4628.625,6214434.625
False,A,2020-05-19 14:00:00,2,8577.571429,839.2857143,4866.857143,6214672.857
False,A,2020-05-19 14:15:00,2,9409.25,920.1375,5097.5,6214903.5
