DATE_TIME,DATE,TIME,DC_POWER,AC_POWER,Conversion_Efficiency,Normalized_Power,DAILY_YIELD,DAILY_YIELD_diff,TOTAL_YIELD,TOTAL_YIELD_diff,Energy_Per_Irradiation,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 00:00:00,2020-05-15,00:00:00,0.0,0.0,,,0.0,,7602960.0,,,25.184316133333333,22.8575074,0.0
2020-05-15 00:15:00,2020-05-15,00:15:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,25.08458866666667,22.761667866666663,0.0
2020-05-15 00:30:00,2020-05-15,00:30:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,24.935752600000004,22.59230553333333,0.0
2020-05-15 00:45:00,2020-05-15,00:45:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,24.8461304,22.36085213333333,0.0
2020-05-15 01:00:00,2020-05-15,01:00:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,24.621525357142858,22.165422642857145,0.0
2020-05-15 01:15:00,2020-05-15,01:15:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,24.5360922,21.968570866666667,0.0
2020-05-15 01:30:00,2020-05-15,01:30:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,24.638673866666664,22.352925666666668,0.0
2020-05-15 01:45:00,2020-05-15,01:45:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,24.87302233333333,23.1609192,0.0
2020-05-15 02:00:00,2020-05-15,02:00:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,24.936930466666663,23.026113,0.0
2020-05-15 02:15:00,2020-05-15,02:15:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,25.0122476,23.343229266666665,0.0
2020-05-15 02:30:00,2020-05-15,02:30:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,25.00514933333333,23.639459266666663,0.0
2020-05-15 02:45:00,2020-05-15,02:45:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,24.993019533333328,24.0394858,0.0
2020-05-15 03:00:00,2020-05-15,03:00:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,25.016309428571425,24.384135571428573,0.0
2020-05-15 03:15:00,2020-05-15,03:15:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,24.985215266666664,24.35150773333333,0.0
2020-05-15 03:30:00,2020-05-15,03:30:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,24.93773193333333,24.060296533333336,0.0
2020-05-15 03:45:00,2020-05-15,03:45:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,24.87909953333333,23.709794133333336,0.0
2020-05-15 04:00:00,2020-05-15,04:00:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,24.6789022,22.58994153333333,0.0
2020-05-15 04:15:00,2020-05-15,04:15:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,24.3519308,21.78364253333333,0.0
2020-05-15 04:30:00,2020-05-15,04:30:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,24.0626222,21.85252493333333,0.0
2020-05-15 04:45:00,2020-05-15,04:45:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,24.013224200000003,22.306315,0.0
2020-05-15 05:00:00,2020-05-15,05:00:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,24.1771058,22.551908466666664,0.0
2020-05-15 05:15:00,2020-05-15,05:15:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,24.304888,22.979492071428577,0.0
2020-05-15 05:30:00,2020-05-15,05:30:00,0.0,0.0,,,0.0,0.0,7602960.0,0.0,,24.328727266666665,23.452380466666668,0.0
2020-05-15 05:45:00,2020-05-15,05:45:00,0.0,0.0,,0.0,0.0,0.0,7602960.0,0.0,0.0,24.28921113333333,23.09669193333333,0.0008627212413333
2020-05-15 06:00:00,2020-05-15,06:00:00,58.42857143,5.628571429,0.0963325183423879,9925.08856057849,0.0,0.0,7602960.0,0.0,0.0,24.088446066666663,22.2067566,0.0058869571866666
2020-05-15 06:15:00,2020-05-15,06:15:00,316.25,30.5625,0.0966403162055336,14193.320678192164,3.5,3.5,7602963.5,3.5,213.48427323696475,24.01163526666667,22.35345866666667,0.0222816074666666
2020-05-15 06:30:00,2020-05-15,06:30:00,704.2857143,68.24285714,0.0968965517181156,14253.99008908718,15.0,11.5,7602975.0,11.5,423.9144299749465,23.976731266666665,22.893282,0.0494097238666666
2020-05-15 06:45:00,2020-05-15,06:45:00,1338.125,130.4875,0.0975151798225128,14027.283028538674,39.0,24.0,7602999.0,24.0,521.9123856805641,24.21899,24.442443933333333,0.0953944536
2020-05-15 07:00:00,2020-05-15,07:00:00,1904.428571,186.7,0.0980346560868729,13417.096116345325,80.0,41.0,7603040.0,41.0,880.8492468393766,24.5373984,27.185652866666665,0.1419404433333333
2020-05-15 07:15:00,2020-05-15,07:15:00,2035.428571,199.5285714,0.0980277933811119,13156.18491893264,124.7142857,44.714285700000005,7603084.714,44.71399999968708,3500.875858348047,24.8159595,28.888477857142853,0.1547126757142856
2020-05-15 07:30:00,2020-05-15,07:30:00,2002.0,196.275,0.0980394605394605,13454.3776301953,175.375,50.6607143,7603135.375,50.66100000031293,-8566.97527069384,24.988789866666668,29.6056438,0.1487991533333333
2020-05-15 07:45:00,2020-05-15,07:45:00,2048.142857,200.7857143,0.0980330613237102,14145.27588400284,223.8571429,48.482142900000014,7603183.857,48.48199999984354,-12103.148925661091,25.21618033333333,29.547110933333336,0.1447934189333333
2020-05-15 08:00:00,2020-05-15,08:00:00,2741.5,269.15,0.0981761809228524,13596.10565610824,281.0,57.14285709999999,7603241.0,57.14300000015646,1005.2387464127752,25.41951306666667,31.412544733333327,0.2016386213333333
2020-05-15 08:15:00,2020-05-15,08:15:00,4146.285714,407.1,0.098184261307758,11993.61852137571,364.5714286,83.57142859999999,7603324.571,83.57100000046194,580.0760846401878,25.95908213333333,35.5287108,0.3457076533333333
2020-05-15 08:30:00,2020-05-15,08:30:00,4695.0,460.675,0.0981203407880724,11582.623738164426,481.5,116.9285714,7603441.5,116.92899999953806,1960.549926234731,26.430782066666666,40.3180586,0.4053485726666666
2020-05-15 08:45:00,2020-05-15,08:45:00,4845.428571,475.3285714,0.0980983548586088,15509.004488012415,584.0,102.5,7603544.0,102.5,-1103.0783411762254,26.8318298,39.08195373333332,0.3124267953333332
2020-05-15 09:00:00,2020-05-15,09:00:00,8048.0,787.6625,0.0978705889662027,12914.973589889998,759.5,175.5,7603719.5,175.5,564.8065589564286,27.6209698,45.0092326,0.6231526486666666
2020-05-15 09:15:00,2020-05-15,09:15:00,3592.285714,352.8571429,0.0982263580886205,10415.923446732044,903.2857143,143.7857143,7603863.286,143.78600000031292,-516.7165584173106,27.98836207142857,46.6177065,0.3448840357142857
2020-05-15 09:30:00,2020-05-15,09:30:00,3608.625,353.975,0.0980913782950569,14478.026739589905,980.75,77.4642857,7603940.75,77.46399999968708,-809.9909559979616,27.516727866666667,39.136326,0.2492484
2020-05-15 09:45:00,2020-05-15,09:45:00,7452.285714,729.1857143,0.0978472568396214,13769.777175631732,1105.428571,124.67857099999992,7604065.429,124.67899999953806,427.04491912258106,27.450107666666668,40.93057693333333,0.5412059773333334
2020-05-15 10:00:00,2020-05-15,10:00:00,7301.375,714.275,0.0978274640050675,10886.600738337533,1327.0,221.57142900000008,7604287.0,221.57100000046196,1711.3774307118772,28.632191866666663,52.5477356,0.670675372
2020-05-15 10:15:00,2020-05-15,10:15:00,6788.857143,664.5,0.0978809814381153,11862.752324324492,1471.142857,144.14285700000005,7604431.143,144.14300000015646,-1464.9885492278274,28.768912733333337,47.633738,0.5722834766666666
2020-05-15 10:30:00,2020-05-15,10:30:00,4893.0,479.8875,0.0980763335377069,10750.340282800817,1634.125,162.98214299999995,7604594.125,162.98199999984354,-1391.4019732416396,29.35144260000001,49.249723266666656,0.4551483833333333
2020-05-15 10:45:00,2020-05-15,10:45:00,4605.428571,452.0142857,0.0981481481541796,12723.526152855964,1752.571429,118.44642900000008,7604712.571,118.44600000046194,-1271.060813571157,28.854707866666665,44.048325600000005,0.3619616539999999
2020-05-15 11:00:00,2020-05-15,11:00:00,7736.571429,756.7714286,0.0978174163510331,12153.702270857526,1893.714286,141.14285699999982,7604853.714,141.14299999922514,513.99634795,29.410819333333336,47.68545339999999,0.6365608813333332
2020-05-15 11:15:00,2020-05-15,11:15:00,6103.25,597.9,0.0979641994019579,10418.885661210825,2064.875,171.1607140000001,7605024.875,171.16100000031292,-3371.058415613116,30.21606228571428,50.006988571428565,0.5857872135714286
2020-05-15 11:30:00,2020-05-15,11:30:00,7328.0,716.9285714,0.097834139110262,13154.555283852584,2242.0,177.125,7605202.0,177.125,-6167.770981703106,30.2870728,49.8413636,0.5570693833333333
2020-05-15 11:45:00,2020-05-15,11:45:00,7643.625,747.9125,0.0978478797690886,16332.99030566533,2410.625,168.625,7605370.625,168.625,-1892.907961712889,30.811049333333333,47.8363832,0.4679868693333333
2020-05-15 12:00:00,2020-05-15,12:00:00,6910.714286,676.5428571,0.0978976744083556,13419.837605548768,2612.857143,202.23214300000015,7605572.857,202.23199999984357,4305.032716474177,31.305375066666663,49.183583533333326,0.5149625866666667
2020-05-15 12:15:00,2020-05-15,12:15:00,9782.75,955.45,0.0976668114793897,12416.76838961529,2815.875,203.01785699999985,7605775.875,203.0180000001565,743.9187960119484,31.50729773333333,49.84449266666666,0.7878660286666666
2020-05-15 12:30:00,2020-05-15,12:30:00,9645.571429,942.4428571,0.0977073120070925,14856.537002536856,3050.142857,234.26785699999985,7606010.143,234.2680000001565,-1690.020957728825,32.147684733333335,52.35325513333333,0.6492476293333334
2020-05-15 12:45:00,2020-05-15,12:45:00,9367.125,915.9375,0.0977821369950758,12305.03421486874,3260.25,210.10714300000015,7606220.25,210.10699999984357,1876.027673541544,32.39142040000001,50.631239933333326,0.761243312
