DATE_TIME,DATE,TIME,Time_of_Day,DC_POWER,AC_POWER,Conversion_Efficiency,Normalized_Power,DAILY_YIELD,DAILY_YIELD_diff,TOTAL_YIELD,TOTAL_YIELD_diff,Energy_Per_Irradiation,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 00:00:00,2020-05-15,00:00:00,1,0.0,0.0,,,0.0,,7116151.0,,,25.184316133333333,22.8575074,0.0
2020-05-15 00:15:00,2020-05-15,00:15:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,25.08458866666667,22.761667866666663,0.0
2020-05-15 00:30:00,2020-05-15,00:30:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,24.935752600000004,22.59230553333333,0.0
2020-05-15 00:45:00,2020-05-15,00:45:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,24.8461304,22.36085213333333,0.0
2020-05-15 01:00:00,2020-05-15,01:00:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,24.621525357142858,22.165422642857145,0.0
2020-05-15 01:15:00,2020-05-15,01:15:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,24.5360922,21.968570866666667,0.0
2020-05-15 01:30:00,2020-05-15,01:30:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,24.638673866666664,22.352925666666668,0.0
2020-05-15 01:45:00,2020-05-15,01:45:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,24.87302233333333,23.1609192,0.0
2020-05-15 02:00:00,2020-05-15,02:00:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,24.936930466666663,23.026113,0.0
2020-05-15 02:15:00,2020-05-15,02:15:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,25.0122476,23.343229266666665,0.0
2020-05-15 02:30:00,2020-05-15,02:30:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,25.00514933333333,23.639459266666663,0.0
2020-05-15 02:45:00,2020-05-15,02:45:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,24.993019533333328,24.0394858,0.0
2020-05-15 03:00:00,2020-05-15,03:00:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,25.016309428571425,24.384135571428573,0.0
2020-05-15 03:15:00,2020-05-15,03:15:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,24.985215266666664,24.35150773333333,0.0
2020-05-15 03:30:00,2020-05-15,03:30:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,24.93773193333333,24.060296533333336,0.0
2020-05-15 03:45:00,2020-05-15,03:45:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,24.87909953333333,23.709794133333336,0.0
2020-05-15 04:00:00,2020-05-15,04:00:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,24.6789022,22.58994153333333,0.0
2020-05-15 04:15:00,2020-05-15,04:15:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,24.3519308,21.78364253333333,0.0
2020-05-15 04:30:00,2020-05-15,04:30:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,24.0626222,21.85252493333333,0.0
2020-05-15 04:45:00,2020-05-15,04:45:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,24.013224200000003,22.306315,0.0
2020-05-15 05:00:00,2020-05-15,05:00:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,24.1771058,22.551908466666664,0.0
2020-05-15 05:15:00,2020-05-15,05:15:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,24.304888,22.979492071428577,0.0
2020-05-15 05:30:00,2020-05-15,05:30:00,1,0.0,0.0,,,0.0,0.0,7116151.0,0.0,,24.328727266666665,23.452380466666668,0.0
2020-05-15 05:45:00,2020-05-15,05:45:00,1,0.0,0.0,,0.0,0.0,0.0,7116151.0,0.0,0.0,24.28921113333333,23.09669193333333,0.0008627212413333
2020-05-15 06:00:00,2020-05-15,06:00:00,2,34.875,3.3625,0.096415770609319,5924.113067951058,0.0,0.0,7116151.0,0.0,0.0,24.088446066666663,22.2067566,0.0058869571866666
2020-05-15 06:15:00,2020-05-15,06:15:00,2,277.7142857,26.84285714,0.096656378595507,12463.835300727833,2.571428571,2.571428571,7116153.571,2.571000000461936,156.8194475973864,24.01163526666667,22.35345866666667,0.0222816074666666
2020-05-15 06:30:00,2020-05-15,06:30:00,2,614.875,59.55,0.0968489530392356,12444.412797352516,13.0,10.428571429,7116164.0,10.428999999538064,384.4350947837301,23.976731266666665,22.893282,0.0494097238666666
2020-05-15 06:45:00,2020-05-15,06:45:00,2,1166.857143,113.4571429,0.097233104824041,12231.918093401606,33.85714286,20.857142860000003,7116184.857,20.856999999843534,453.563609502411,24.21899,24.442443933333333,0.0953944536
2020-05-15 07:00:00,2020-05-15,07:00:00,2,1661.5,162.675,0.0979085164008426,11705.61371362022,70.0,36.14285714,7116221.0,36.14300000015646,776.5008372842295,24.5373984,27.185652866666665,0.1419404433333333
2020-05-15 07:15:00,2020-05-15,07:15:00,2,1814.857143,177.8857143,0.0980163727961259,11730.500649808248,112.7142857,42.714285700000005,7116263.714,42.71399999968708,3344.2861612342776,24.8159595,28.888477857142853,0.1547126757142856
2020-05-15 07:30:00,2020-05-15,07:30:00,2,1740.125,170.5375,0.098003017024639,11694.454981889909,157.0,44.2857143,7116308.0,44.28600000031293,-7488.937581932546,24.988789866666668,29.6056438,0.1487991533333333
2020-05-15 07:45:00,2020-05-15,07:45:00,2,1783.142857,174.6428571,0.0979410350743423,12315.082205642271,197.7142857,40.714285700000005,7116348.714,40.71399999968708,-10163.928991319844,25.21618033333333,29.547110933333336,0.1447934189333333
2020-05-15 08:00:00,2020-05-15,08:00:00,2,2621.0,257.2571429,0.0981522864937047,12998.501887528611,245.5714286,47.85714289999999,7116396.571,47.85700000077486,841.8828323280782,25.41951306666667,31.412544733333327,0.2016386213333333
2020-05-15 08:15:00,2020-05-15,08:15:00,2,4485.5,440.0625,0.0981077917734923,12974.835693542069,335.125,89.55357140000001,7116486.125,89.55399999953806,621.6047873462359,25.95908213333333,35.5287108,0.3457076533333333
2020-05-15 08:30:00,2020-05-15,08:30:00,2,5101.285714,500.3285714,0.0980789156794129,12584.935677558138,457.2857143,122.1607143,7116608.286,122.16100000031292,2048.2749321410483,26.430782066666666,40.3180586,0.4053485726666666
2020-05-15 08:45:00,2020-05-15,08:45:00,2,2978.75,292.4375,0.0981745698699118,9534.23344121916,553.875,96.5892857,7116704.875,96.58899999968708,-1039.46569654171,26.8318298,39.08195373333332,0.3124267953333332
2020-05-15 09:00:00,2020-05-15,09:00:00,2,5085.857143,498.4714286,0.0980112918205103,8161.494866277137,653.2857143,99.4107143,7116804.286,99.41100000031292,319.93153750765964,27.6209698,45.0092326,0.6231526486666666
2020-05-15 09:15:00,2020-05-15,09:15:00,2,0.0,0.0,,0.0,711.0,57.714285700000005,7116862.0,57.71399999968708,-207.40391590467823,27.98836207142857,46.6177065,0.3448840357142857
2020-05-15 09:30:00,2020-05-15,09:30:00,2,0.0,0.0,,0.0,711.0,0.0,7116862.0,0.0,-0.0,27.516727866666667,39.136326,0.2492484
2020-05-15 09:45:00,2020-05-15,09:45:00,2,5286.5,517.05,0.0978057315804407,9768.0000247743,747.5,36.5,7116898.5,36.5,125.01816302690878,27.450107666666668,40.93057693333333,0.5412059773333334
2020-05-15 10:00:00,2020-05-15,10:00:00,2,9611.428571,939.4571429,0.0977437574404463,14330.96990327535,970.4285714,222.9285714,7117121.429,222.9289999995381,1721.866396096881,28.632191866666663,52.5477356,0.670675372
2020-05-15 10:15:00,2020-05-15,10:15:00,2,8342.25,815.8375,0.0977958584314783,14577.128888274796,1158.0,187.5714286,7117309.0,187.57100000046196,-1906.3663665081988,28.768912733333337,47.633738,0.5722834766666666
2020-05-15 10:30:00,2020-05-15,10:30:00,2,6484.714286,634.6142857,0.0978631066398844,14247.472963670494,1351.714286,193.7142859999999,7117502.714,193.71399999968708,-1653.7657032332056,29.35144260000001,49.249723266666656,0.4551483833333333
2020-05-15 10:45:00,2020-05-15,10:45:00,2,5388.375,528.1625,0.0980188832440207,14886.590721568538,1505.25,153.5357140000001,7117656.25,153.53600000031292,-1647.61657693884,28.854707866666665,44.048325600000005,0.3619616539999999
