DATE_TIME,DATE,TIME,DC_POWER,AC_POWER,DAILY_YIELD,DAILY_YIELD_diff,TOTAL_YIELD,TOTAL_YIELD_diff,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 00:00:00,2020-05-15,00:00:00,0.0,0.0,0.0,,7177992.0,,25.184316133333333,22.8575074,0.0
2020-05-15 00:15:00,2020-05-15,00:15:00,0.0,0.0,0.0,0.0,7177992.0,0.0,25.08458866666667,22.761667866666663,0.0
2020-05-15 00:30:00,2020-05-15,00:30:00,0.0,0.0,0.0,0.0,7177992.0,0.0,24.935752600000004,22.59230553333333,0.0
2020-05-15 00:45:00,2020-05-15,00:45:00,0.0,0.0,0.0,0.0,7177992.0,0.0,24.8461304,22.36085213333333,0.0
2020-05-15 01:00:00,2020-05-15,01:00:00,0.0,0.0,0.0,0.0,7177992.0,0.0,24.621525357142858,22.165422642857145,0.0
2020-05-15 01:15:00,2020-05-15,01:15:00,0.0,0.0,0.0,0.0,7177992.0,0.0,24.5360922,21.968570866666667,0.0
2020-05-15 01:30:00,2020-05-15,01:30:00,0.0,0.0,0.0,0.0,7177992.0,0.0,24.638673866666664,22.352925666666668,0.0
2020-05-15 01:45:00,2020-05-15,01:45:00,0.0,0.0,0.0,0.0,7177992.0,0.0,24.87302233333333,23.1609192,0.0
2020-05-15 02:00:00,2020-05-15,02:00:00,0.0,0.0,0.0,0.0,7177992.0,0.0,24.936930466666663,23.026113,0.0
2020-05-15 02:15:00,2020-05-15,02:15:00,0.0,0.0,0.0,0.0,7177992.0,0.0,25.0122476,23.343229266666665,0.0
2020-05-15 02:30:00,2020-05-15,02:30:00,0.0,0.0,0.0,0.0,7177992.0,0.0,25.00514933333333,23.639459266666663,0.0
2020-05-15 02:45:00,2020-05-15,02:45:00,0.0,0.0,0.0,0.0,7177992.0,0.0,24.993019533333328,24.0394858,0.0
2020-05-15 03:00:00,2020-05-15,03:00:00,0.0,0.0,0.0,0.0,7177992.0,0.0,25.016309428571425,24.384135571428573,0.0
2020-05-15 03:15:00,2020-05-15,03:15:00,0.0,0.0,0.0,0.0,7177992.0,0.0,24.985215266666664,24.35150773333333,0.0
2020-05-15 03:30:00,2020-05-15,03:30:00,0.0,0.0,0.0,0.0,7177992.0,0.0,24.93773193333333,24.060296533333336,0.0
2020-05-15 03:45:00,2020-05-15,03:45:00,0.0,0.0,0.0,0.0,7177992.0,0.0,24.87909953333333,23.709794133333336,0.0
2020-05-15 04:00:00,2020-05-15,04:00:00,0.0,0.0,0.0,0.0,7177992.0,0.0,24.6789022,22.58994153333333,0.0
2020-05-15 04:15:00,2020-05-15,04:15:00,0.0,0.0,0.0,0.0,7177992.0,0.0,24.3519308,21.78364253333333,0.0
2020-05-15 04:30:00,2020-05-15,04:30:00,0.0,0.0,0.0,0.0,7177992.0,0.0,24.0626222,21.85252493333333,0.0
2020-05-15 04:45:00,2020-05-15,04:45:00,0.0,0.0,0.0,0.0,7177992.0,0.0,24.013224200000003,22.306315,0.0
2020-05-15 05:00:00,2020-05-15,05:00:00,0.0,0.0,0.0,0.0,7177992.0,0.0,24.1771058,22.551908466666664,0.0
2020-05-15 05:15:00,2020-05-15,05:15:00,0.0,0.0,0.0,0.0,7177992.0,0.0,24.304888,22.979492071428577,0.0
2020-05-15 05:30:00,2020-05-15,05:30:00,0.0,0.0,0.0,0.0,7177992.0,0.0,24.328727266666665,23.452380466666668,0.0
2020-05-15 05:45:00,2020-05-15,05:45:00,0.0,0.0,0.0,0.0,7177992.0,0.0,24.28921113333333,23.09669193333333,0.0008627212413333
2020-05-15 06:00:00,2020-05-15,06:00:00,41.85714286,4.028571429,0.0,0.0,7177992.0,0.0,24.088446066666663,22.2067566,0.0058869571866666
2020-05-15 06:15:00,2020-05-15,06:15:00,298.7142857,28.85714286,2.571428571,2.571428571,7177994.571,2.571000000461936,24.01163526666667,22.35345866666667,0.0222816074666666
2020-05-15 06:30:00,2020-05-15,06:30:00,677.0,65.5875,14.5,11.928571429,7178006.5,11.928999999538064,23.976731266666665,22.893282,0.0494097238666666
2020-05-15 06:45:00,2020-05-15,06:45:00,1271.428571,123.8285714,36.42857143,21.92857143,7178028.429,21.928999999538064,24.21899,24.442443933333333,0.0953944536
2020-05-15 07:00:00,2020-05-15,07:00:00,1875.25,183.8375,77.0,40.57142857,7178069.0,40.571000000461936,24.5373984,27.185652866666665,0.1419404433333333
2020-05-15 07:15:00,2020-05-15,07:15:00,2036.428571,199.6285714,124.4285714,47.4285714,7178116.429,47.428999999538064,24.8159595,28.888477857142853,0.1547126757142856
2020-05-15 07:30:00,2020-05-15,07:30:00,1974.0,193.5125,174.375,49.9464286,7178166.375,49.946000000461936,24.988789866666668,29.6056438,0.1487991533333333
2020-05-15 07:45:00,2020-05-15,07:45:00,2000.142857,196.0857143,222.7142857,48.339285700000005,7178214.714,48.33899999968708,25.21618033333333,29.547110933333336,0.1447934189333333
2020-05-15 08:00:00,2020-05-15,08:00:00,2916.375,286.3,280.875,58.1607143,7178272.875,58.16100000031293,25.41951306666667,31.412544733333327,0.2016386213333333
2020-05-15 08:15:00,2020-05-15,08:15:00,5294.0,518.9857143,379.8571429,98.9821429,7178371.857,98.98199999984354,25.95908213333333,35.5287108,0.3457076533333333
2020-05-15 08:30:00,2020-05-15,08:30:00,5338.875,523.4125,517.5,137.6428571,7178509.5,137.64300000015646,26.430782066666666,40.3180586,0.4053485726666666
2020-05-15 08:45:00,2020-05-15,08:45:00,3607.285714,354.4571429,621.5714286,104.0714286,7178613.571,104.07100000046194,26.8318298,39.08195373333332,0.3124267953333332
2020-05-15 09:00:00,2020-05-15,09:00:00,7948.0,777.9375,762.75,141.1785714,7178754.75,141.17899999953806,27.6209698,45.0092326,0.6231526486666666
2020-05-15 09:15:00,2020-05-15,09:15:00,5278.857143,517.6,941.0,178.25,7178933.0,178.25,27.98836207142857,46.6177065,0.3448840357142857
2020-05-15 09:30:00,2020-05-15,09:30:00,3721.375,365.4625,1040.75,99.75,7179032.75,99.75,27.516727866666667,39.136326,0.2492484
2020-05-15 09:45:00,2020-05-15,09:45:00,8049.0,787.5428571,1169.428571,128.67857099999992,7179161.429,128.67899999953806,27.450107666666668,40.93057693333333,0.5412059773333334
2020-05-15 10:00:00,2020-05-15,10:00:00,9506.714286,928.4,1397.142857,227.71428600000013,7179389.143,227.7140000006184,28.632191866666663,52.5477356,0.670675372
2020-05-15 10:15:00,2020-05-15,10:15:00,8047.5,786.9375,1572.75,175.60714299999995,7179564.75,175.60699999984354,28.768912733333337,47.633738,0.5722834766666666
2020-05-15 10:30:00,2020-05-15,10:30:00,7315.714286,715.6571429,1782.285714,209.5357140000001,7179774.286,209.53600000031287,29.35144260000001,49.249723266666656,0.4551483833333333
2020-05-15 10:45:00,2020-05-15,10:45:00,5251.375,514.7625,1926.375,144.0892859999999,7179918.375,144.08899999968708,28.854707866666665,44.048325600000005,0.3619616539999999
2020-05-15 11:00:00,2020-05-15,11:00:00,10353.0,1010.628571,2092.714286,166.3392859999999,7180084.714,166.33899999968708,29.410819333333336,47.68545339999999,0.6365608813333332
2020-05-15 11:15:00,2020-05-15,11:15:00,8474.625,828.3625,2313.375,220.6607140000001,7180305.375,220.66100000031287,30.21606228571428,50.006988571428565,0.5857872135714286
2020-05-15 11:30:00,2020-05-15,11:30:00,7060.285714,690.7571429,2502.428571,189.05357099999992,7180494.429,189.0539999995381,30.2870728,49.8413636,0.5570693833333333
2020-05-15 11:45:00,2020-05-15,11:45:00,6336.375,620.725,2659.75,157.32142900000008,7180651.75,157.32100000046194,30.811049333333333,47.8363832,0.4679868693333333
2020-05-15 12:00:00,2020-05-15,12:00:00,7039.285714,689.1714286,2838.571429,178.82142900000008,7180830.571,178.82100000046194,31.305375066666663,49.183583533333326,0.5149625866666667
